code,name,prev_shares,curr_shares,shares_delta,prev_weight,curr_weight,weight_delta,status
6187,萬潤,435000,870000,435000,1.0,2.08,1.08,UP
2059,川湖,312000,293000,-19000,3.44,3.51,0.06999999999999984,DOWN
3189,景碩,470013,440013,-30000,0.67,0.67,0.0,DOWN
2337,旺宏,1434000,1343000,-91000,0.46,0.43,-0.030000000000000027,DOWN
3260,威剛,382000,358000,-24000,0.36,0.32,-0.03999999999999998,DOWN
7769,鴻勁,97000,91000,-6000,1.48,1.41,-0.07000000000000006,DOWN
6510,精測,137000,129000,-8000,0.99,0.91,-0.07999999999999996,DOWN
3661,世芯-KY,280000,262000,-18000,2.5,2.4,-0.10000000000000009,DOWN
6274,台燿,471000,441000,-30000,1.64,1.52,-0.11999999999999988,DOWN
8299,群聯,475000,445000,-30000,2.53,2.33,-0.19999999999999973,DOWN
5289,宜鼎,153000,98000,-55000,0.6,0.37,-0.22999999999999998,DOWN
4991,環宇-KY,553000,394000,-159000,0.78,0.55,-0.22999999999999998,DOWN
3081,聯亞,366000,273000,-93000,1.95,1.55,-0.3999999999999999,DOWN
6669,緯穎,386000,319000,-67000,4.43,3.85,-0.5799999999999996,DOWN
3037,欣興,2797000,2097000,-700000,5.6,4.18,-1.42,DOWN
3533,嘉澤,4000,0,-4000,0.02,0.0,-0.02,OUT
6442,光聖,74000,0,-74000,0.33,0.0,-0.33,OUT
6531,愛普*,265000,0,-265000,0.58,0.0,-0.58,OUT
2383,台光電,563000,563000,0,5.6,5.87,0.27000000000000046,WEIGHT_CHANGE
2330,台積電,1706000,1706000,0,8.38,8.61,0.22999999999999865,WEIGHT_CHANGE
2327,國巨*,1566000,1566000,0,2.4,2.57,0.16999999999999993,WEIGHT_CHANGE
3665,貿聯-KY,652000,652000,0,2.9,3.06,0.16000000000000014,WEIGHT_CHANGE
8996,高力,1630000,1630000,0,3.76,3.91,0.15000000000000036,WEIGHT_CHANGE
2345,智邦,977000,977000,0,5.05,5.19,0.14000000000000057,WEIGHT_CHANGE
3443,創意,311000,311000,0,2.82,2.93,0.11000000000000032,WEIGHT_CHANGE
2455,全新,2753000,2753000,0,2.28,2.34,0.06000000000000005,WEIGHT_CHANGE
3105,穩懋,1949000,1949000,0,1.96,2.01,0.04999999999999982,WEIGHT_CHANGE
3583,辛耘,566000,566000,0,1.02,1.05,0.030000000000000027,WEIGHT_CHANGE
8021,尖點,501000,501000,0,0.46,0.49,0.02999999999999997,WEIGHT_CHANGE
6515,穎崴,145000,145000,0,2.58,2.61,0.029999999999999805,WEIGHT_CHANGE
2368,金像電,945000,945000,0,2.63,2.65,0.020000000000000018,WEIGHT_CHANGE
2454,聯發科,406000,406000,0,3.71,3.73,0.020000000000000018,WEIGHT_CHANGE
6584,南俊國際,2204000,2204000,0,3.04,3.06,0.020000000000000018,WEIGHT_CHANGE
7751,竑騰,375000,375000,0,1.22,1.24,0.020000000000000018,WEIGHT_CHANGE
3711,日月光投控,1629000,1629000,0,1.99,2.01,0.019999999999999796,WEIGHT_CHANGE
2360,致茂,200000,200000,0,1.08,1.09,0.010000000000000009,WEIGHT_CHANGE
3653,健策,102000,102000,0,0.78,0.79,0.010000000000000009,WEIGHT_CHANGE
6139,亞翔,250000,250000,0,0.42,0.43,0.010000000000000009,WEIGHT_CHANGE
7734,印能科技,56000,56000,0,0.36,0.37,0.010000000000000009,WEIGHT_CHANGE
3008,大立光,125000,125000,0,0.99,0.98,-0.010000000000000009,WEIGHT_CHANGE
5274,信驊,29000,29000,0,1.09,1.08,-0.010000000000000009,WEIGHT_CHANGE
8046,南電,718000,718000,0,1.3,1.29,-0.010000000000000009,WEIGHT_CHANGE
3017,奇鋐,634000,634000,0,3.54,3.52,-0.020000000000000018,WEIGHT_CHANGE
2308,台達電,344000,344000,0,1.72,1.69,-0.030000000000000027,WEIGHT_CHANGE
6223,旺矽,326000,326000,0,4.08,4.01,-0.07000000000000028,WEIGHT_CHANGE
3491,昇達科,1000,1000,0,0.0,0.0,0.0,SAME
6805,富世達,109000,109000,0,0.45,0.45,0.0,SAME
