code,name,prev_shares,curr_shares,shares_delta,prev_weight,curr_weight,weight_delta,status
3653,健策,102000,214000,112000,0.85,1.77,0.92,UP
6187,萬潤,870000,1220000,350000,2.06,2.9,0.8399999999999999,UP
3017,奇鋐,634000,809000,175000,3.57,4.34,0.77,UP
3665,貿聯-KY,855000,955000,100000,3.92,4.34,0.41999999999999993,UP
8996,高力,1630000,1630000,0,4.32,4.57,0.25,WEIGHT_CHANGE
2059,川湖,293000,293000,0,3.96,4.19,0.23000000000000043,WEIGHT_CHANGE
2454,聯發科,406000,406000,0,3.62,3.83,0.20999999999999996,WEIGHT_CHANGE
2368,金像電,945000,945000,0,2.81,2.98,0.16999999999999993,WEIGHT_CHANGE
2327,國巨*,1566000,1566000,0,2.57,2.72,0.15000000000000036,WEIGHT_CHANGE
2383,台光電,563000,563000,0,5.88,6.01,0.1299999999999999,WEIGHT_CHANGE
2455,全新,2753000,2753000,0,2.17,2.29,0.1200000000000001,WEIGHT_CHANGE
3105,穩懋,1949000,1949000,0,1.93,2.04,0.1100000000000001,WEIGHT_CHANGE
3037,欣興,2097000,2097000,0,4.18,4.28,0.10000000000000053,WEIGHT_CHANGE
6223,旺矽,326000,326000,0,3.94,4.04,0.10000000000000009,WEIGHT_CHANGE
6584,南俊國際,2204000,2204000,0,3.01,3.1,0.0900000000000003,WEIGHT_CHANGE
8046,南電,718000,718000,0,1.31,1.38,0.06999999999999984,WEIGHT_CHANGE
2308,台達電,344000,344000,0,1.7,1.75,0.050000000000000044,WEIGHT_CHANGE
3008,大立光,125000,125000,0,0.97,1.02,0.050000000000000044,WEIGHT_CHANGE
3583,辛耘,566000,566000,0,1.0,1.03,0.030000000000000027,WEIGHT_CHANGE
8021,尖點,501000,501000,0,0.5,0.53,0.030000000000000027,WEIGHT_CHANGE
3711,日月光投控,1629000,1629000,0,1.93,1.95,0.020000000000000018,WEIGHT_CHANGE
6274,台燿,441000,441000,0,1.48,1.5,0.020000000000000018,WEIGHT_CHANGE
8299,群聯,445000,445000,0,2.19,2.21,0.020000000000000018,WEIGHT_CHANGE
5289,宜鼎,98000,98000,0,0.39,0.41,0.019999999999999962,WEIGHT_CHANGE
7734,印能科技,56000,56000,0,0.37,0.38,0.010000000000000009,WEIGHT_CHANGE
2337,旺宏,1343000,1343000,0,0.42,0.41,-0.010000000000000009,WEIGHT_CHANGE
3189,景碩,440013,440013,0,0.67,0.66,-0.010000000000000009,WEIGHT_CHANGE
6139,亞翔,250000,250000,0,0.4,0.39,-0.010000000000000009,WEIGHT_CHANGE
3363,上詮,300000,300000,0,0.54,0.52,-0.020000000000000018,WEIGHT_CHANGE
5274,信驊,29000,29000,0,1.11,1.09,-0.020000000000000018,WEIGHT_CHANGE
4991,環宇-KY,394000,394000,0,0.53,0.5,-0.030000000000000027,WEIGHT_CHANGE
6515,穎崴,145000,145000,0,2.66,2.63,-0.03000000000000025,WEIGHT_CHANGE
3661,世芯-KY,262000,262000,0,2.39,2.35,-0.040000000000000036,WEIGHT_CHANGE
2360,致茂,200000,200000,0,1.07,1.01,-0.06000000000000005,WEIGHT_CHANGE
7769,鴻勁,91000,91000,0,1.4,1.33,-0.06999999999999984,WEIGHT_CHANGE
3443,創意,311000,311000,0,2.9,2.82,-0.08000000000000007,WEIGHT_CHANGE
2345,智邦,977000,977000,0,5.18,5.09,-0.08999999999999986,WEIGHT_CHANGE
6510,精測,129000,129000,0,1.01,0.92,-0.08999999999999997,WEIGHT_CHANGE
6669,緯穎,319000,319000,0,3.68,3.56,-0.1200000000000001,WEIGHT_CHANGE
2330,台積電,1706000,1706000,0,8.57,8.28,-0.2900000000000009,WEIGHT_CHANGE
3260,威剛,358000,358000,0,0.32,0.32,0.0,SAME
3491,昇達科,1000,1000,0,0.0,0.0,0.0,SAME
6805,富世達,109000,109000,0,0.45,0.45,0.0,SAME
7751,竑騰,375000,375000,0,1.17,1.17,0.0,SAME
