code,name,prev_shares,curr_shares,shares_delta,prev_weight,curr_weight,weight_delta,status
6182,合晶,4500000,4500000,0,1.58,1.73,0.1499999999999999,WEIGHT_CHANGE
2303,聯電,7000000,7000000,0,2.62,2.75,0.1299999999999999,WEIGHT_CHANGE
2383,台光電,563000,563000,0,7.09,7.21,0.1200000000000001,WEIGHT_CHANGE
2455,全新,2753000,2753000,0,2.11,2.22,0.11000000000000032,WEIGHT_CHANGE
3037,欣興,2097000,2097000,0,4.25,4.36,0.11000000000000032,WEIGHT_CHANGE
6223,旺矽,326000,326000,0,4.96,5.07,0.11000000000000032,WEIGHT_CHANGE
2330,台積電,1406000,1406000,0,8.27,8.35,0.08000000000000007,WEIGHT_CHANGE
6584,南俊國際,2231000,2231000,0,3.57,3.64,0.07000000000000028,WEIGHT_CHANGE
3189,景碩,440013,440013,0,0.73,0.8,0.07000000000000006,WEIGHT_CHANGE
8021,尖點,1501000,1501000,0,1.8,1.87,0.07000000000000006,WEIGHT_CHANGE
3008,大立光,420000,420000,0,3.94,4.0,0.06000000000000005,WEIGHT_CHANGE
7751,竑騰,372000,372000,0,1.22,1.27,0.050000000000000044,WEIGHT_CHANGE
3363,上詮,300000,300000,0,0.42,0.46,0.040000000000000036,WEIGHT_CHANGE
6488,環球晶,394000,394000,0,1.14,1.17,0.030000000000000027,WEIGHT_CHANGE
3661,世芯-KY,215000,215000,0,2.09,2.11,0.020000000000000018,WEIGHT_CHANGE
7734,印能科技,56000,56000,0,0.37,0.38,0.010000000000000009,WEIGHT_CHANGE
6139,亞翔,250000,250000,0,0.53,0.52,-0.010000000000000009,WEIGHT_CHANGE
5289,宜鼎,98000,98000,0,0.38,0.36,-0.020000000000000018,WEIGHT_CHANGE
6805,富世達,109000,109000,0,0.39,0.37,-0.020000000000000018,WEIGHT_CHANGE
3583,辛耘,566000,566000,0,1.1,1.07,-0.030000000000000027,WEIGHT_CHANGE
2454,聯發科,406000,406000,0,3.95,3.91,-0.040000000000000036,WEIGHT_CHANGE
2327,國巨*,1566000,1566000,0,3.42,3.36,-0.06000000000000005,WEIGHT_CHANGE
3443,創意,311000,311000,0,3.36,3.3,-0.06000000000000005,WEIGHT_CHANGE
6187,萬潤,1220000,1220000,0,2.87,2.81,-0.06000000000000005,WEIGHT_CHANGE
8996,高力,1630000,1630000,0,5.25,5.18,-0.07000000000000028,WEIGHT_CHANGE
2345,智邦,977000,977000,0,5.78,5.69,-0.08999999999999986,WEIGHT_CHANGE
6515,穎崴,120000,120000,0,2.32,2.23,-0.08999999999999986,WEIGHT_CHANGE
3711,日月光投控,1629000,1629000,0,2.56,2.45,-0.10999999999999988,WEIGHT_CHANGE
2059,川湖,293000,293000,0,5.84,5.72,-0.1200000000000001,WEIGHT_CHANGE
3665,貿聯-KY,955000,955000,0,4.56,4.37,-0.1899999999999995,WEIGHT_CHANGE
3017,奇鋐,1009000,1009000,0,5.96,5.65,-0.3099999999999996,WEIGHT_CHANGE
2337,旺宏,1343000,1343000,0,0.45,0.45,0.0,SAME
3260,威剛,358000,358000,0,0.35,0.35,0.0,SAME
3264,欣銓,72000,72000,0,0.04,0.04,0.0,SAME
3491,昇達科,1000,1000,0,0.0,0.0,0.0,SAME
8299,群聯,445000,445000,0,2.3,2.29,-0.009999999999999787,SAME
