code,name,prev_shares,curr_shares,shares_delta,prev_weight,curr_weight,weight_delta,status
1815,富喬,6277000,10877000,4600000,1.27,2.3,1.0299999999999998,UP
8021,尖點,2501000,2682000,181000,2.33,2.76,0.4299999999999997,UP
7751,竑騰,270000,257000,-13000,0.88,0.85,-0.030000000000000027,DOWN
3443,創意,211000,160000,-51000,2.27,1.72,-0.55,DOWN
6223,旺矽,323000,263000,-60000,4.65,3.88,-0.7700000000000005,DOWN
3008,大立光,520000,420000,-100000,5.39,4.38,-1.0099999999999998,DOWN
2059,川湖,293000,293000,0,7.69,8.28,0.589999999999999,WEIGHT_CHANGE
3037,欣興,2497000,2497000,0,5.63,5.88,0.25,WEIGHT_CHANGE
3231,緯創,7662000,7662000,0,3.32,3.51,0.18999999999999995,WEIGHT_CHANGE
3711,日月光投控,1629000,1629000,0,2.25,2.43,0.18000000000000016,WEIGHT_CHANGE
8996,高力,1630000,1630000,0,4.02,4.16,0.14000000000000057,WEIGHT_CHANGE
2455,全新,2753000,2753000,0,2.37,2.51,0.13999999999999968,WEIGHT_CHANGE
2308,台達電,300000,300000,0,1.17,1.29,0.1200000000000001,WEIGHT_CHANGE
2383,台光電,466000,466000,0,5.77,5.85,0.08000000000000007,WEIGHT_CHANGE
2330,台積電,1406000,1406000,0,7.87,7.94,0.07000000000000028,WEIGHT_CHANGE
2454,聯發科,406000,406000,0,3.74,3.81,0.06999999999999984,WEIGHT_CHANGE
3661,世芯-KY,215000,215000,0,1.89,1.94,0.050000000000000044,WEIGHT_CHANGE
3189,景碩,840013,840013,0,1.63,1.67,0.040000000000000036,WEIGHT_CHANGE
2337,旺宏,1343000,1343000,0,0.39,0.43,0.03999999999999998,WEIGHT_CHANGE
5347,世界,629000,629000,0,0.21,0.24,0.03,WEIGHT_CHANGE
6805,富世達,109000,109000,0,0.43,0.45,0.020000000000000018,WEIGHT_CHANGE
6139,亞翔,250000,250000,0,0.47,0.48,0.010000000000000009,WEIGHT_CHANGE
6515,穎崴,42000,42000,0,0.67,0.68,0.010000000000000009,WEIGHT_CHANGE
7734,印能科技,56000,56000,0,0.45,0.46,0.010000000000000009,WEIGHT_CHANGE
6669,緯穎,77000,77000,0,1.11,1.1,-0.010000000000000009,WEIGHT_CHANGE
3017,奇鋐,1002000,1002000,0,6.59,6.57,-0.019999999999999574,WEIGHT_CHANGE
1303,南亞,5445000,5445000,0,2.42,2.39,-0.029999999999999805,WEIGHT_CHANGE
6187,萬潤,801000,801000,0,2.14,2.07,-0.07000000000000028,WEIGHT_CHANGE
2345,智邦,1080000,1080000,0,5.65,5.55,-0.10000000000000053,WEIGHT_CHANGE
6584,南俊國際,2231000,2231000,0,2.9,2.76,-0.14000000000000012,WEIGHT_CHANGE
3260,威剛,358000,358000,0,0.35,0.35,0.0,SAME
3264,欣銓,72000,72000,0,0.04,0.04,0.0,SAME
3583,辛耘,147000,147000,0,0.24,0.24,0.0,SAME
3665,貿聯-KY,1161000,1161000,0,6.03,6.03,0.0,SAME
4958,臻鼎-KY,1000000,1000000,0,1.12,1.12,0.0,SAME
5289,宜鼎,98000,98000,0,0.35,0.34,-0.009999999999999953,SAME
