code,name,shares,weight
2330,台積電,1406000,7.87
2059,川湖,293000,7.69
3017,奇鋐,1002000,6.59
3665,貿聯-KY,1161000,6.03
2383,台光電,466000,5.77
2345,智邦,1080000,5.65
3037,欣興,2497000,5.63
3008,大立光,520000,5.39
6223,旺矽,323000,4.65
8996,高力,1630000,4.02
2454,聯發科,406000,3.74
3231,緯創,7662000,3.32
6584,南俊國際,2231000,2.9
1303,南亞,5445000,2.42
2455,全新,2753000,2.37
8021,尖點,2501000,2.33
3443,創意,211000,2.27
3711,日月光投控,1629000,2.25
6187,萬潤,801000,2.14
3661,世芯-KY,215000,1.89
3189,景碩,840013,1.63
1815,富喬,6277000,1.27
2308,台達電,300000,1.17
4958,臻鼎-KY,1000000,1.12
6669,緯穎,77000,1.11
7751,竑騰,270000,0.88
6515,穎崴,42000,0.67
6139,亞翔,250000,0.47
7734,印能科技,56000,0.45
6805,富世達,109000,0.43
2337,旺宏,1343000,0.39
3260,威剛,358000,0.35
5289,宜鼎,98000,0.35
3583,辛耘,147000,0.24
5347,世界,629000,0.21
3264,欣銓,72000,0.04
