code,name,shares,weight
2330,台積電,1406000,8.9
2383,台光電,563000,7.14
2345,智邦,1080000,6.29
2059,川湖,293000,6.13
3017,奇鋐,1002000,6.1
6223,旺矽,326000,5.03
3665,貿聯-KY,955000,5.01
3037,欣興,2097000,4.54
3008,大立光,420000,4.39
8996,高力,1630000,4.21
2454,聯發科,406000,3.91
2327,國巨*,2066000,3.63
6187,萬潤,1220000,3.2
6584,南俊國際,2231000,3.17
3711,日月光投控,1629000,2.71
2303,聯電,7000000,2.47
3443,創意,211000,2.28
8299,群聯,445000,2.17
2455,全新,2753000,2.13
3661,世芯-KY,215000,1.97
6515,穎崴,99000,1.73
3026,禾伸堂,909000,1.63
8021,尖點,1501000,1.5
6488,環球晶,394000,1.25
7751,竑騰,318000,0.99
3189,景碩,440013,0.86
6139,亞翔,250000,0.53
7734,印能科技,56000,0.46
2337,旺宏,1343000,0.43
3363,上詮,300000,0.41
6805,富世達,109000,0.4
3260,威剛,358000,0.35
5289,宜鼎,98000,0.33
3583,辛耘,147000,0.29
3264,欣銓,72000,0.04
3491,昇達科,1000,0.0
