code,name,shares,weight
2330,台積電,1706000,8.64
2383,台光電,563000,6.45
3017,奇鋐,1009000,5.3
2345,智邦,977000,5.0
3665,貿聯-KY,955000,4.64
6223,旺矽,326000,4.47
2059,川湖,293000,4.22
8996,高力,1630000,4.18
3037,欣興,2097000,4.03
2454,聯發科,406000,3.73
2327,國巨*,1566000,2.97
3443,創意,311000,2.87
2368,金像電,945000,2.86
6515,穎崴,145000,2.85
6187,萬潤,1220000,2.83
6584,南俊國際,2204000,2.77
6669,緯穎,228000,2.51
3661,世芯-KY,262000,2.39
8299,群聯,445000,2.2
3105,穩懋,1949000,2.11
3711,日月光投控,1629000,1.99
2455,全新,2753000,1.98
3653,健策,214000,1.74
2308,台達電,344000,1.67
7769,鴻勁,91000,1.44
8046,南電,718000,1.3
3008,大立光,125000,1.17
7751,竑騰,375000,1.11
3583,辛耘,566000,1.01
2360,致茂,200000,0.99
8021,尖點,501000,0.64
3189,景碩,440013,0.61
3363,上詮,300000,0.49
6805,富世達,109000,0.43
2337,旺宏,1343000,0.42
6139,亞翔,250000,0.41
7734,印能科技,56000,0.39
5289,宜鼎,98000,0.38
3260,威剛,358000,0.32
3491,昇達科,1000,0.0
