code,name,shares,weight
2330,台積電,1406000,7.72
2383,台光電,563000,7.68
3017,奇鋐,1009000,6.25
2345,智邦,977000,6.0
6223,旺矽,326000,5.4
2059,川湖,293000,5.26
8996,高力,1630000,5.05
3037,欣興,2097000,4.56
3665,貿聯-KY,955000,4.28
3008,大立光,420000,3.99
2454,聯發科,406000,3.82
2327,國巨*,1566000,3.67
6584,南俊國際,2231000,3.54
3443,創意,311000,3.52
6187,萬潤,1220000,2.82
2303,聯電,7000000,2.68
6515,穎崴,120000,2.67
3711,日月光投控,1629000,2.49
8299,群聯,445000,2.29
3661,世芯-KY,215000,2.24
2455,全新,2753000,2.21
8021,尖點,1501000,1.88
6182,合晶,4500000,1.65
7751,竑騰,372000,1.2
3583,辛耘,566000,1.08
3189,景碩,440013,0.82
6139,亞翔,250000,0.53
2337,旺宏,1343000,0.43
6805,富世達,109000,0.4
7734,印能科技,56000,0.4
3363,上詮,300000,0.39
5289,宜鼎,98000,0.36
3260,威剛,358000,0.33
3264,欣銓,72000,0.04
3491,昇達科,1000,0.0
