code,name,shares,weight
2059,川湖,260000,8.06
2330,台積電,1406000,7.61
3017,奇鋐,1002000,7.12
2383,台光電,465000,6.66
3037,欣興,2497000,6.31
3665,貿聯-KY,1161000,5.59
2345,智邦,1080000,5.58
3008,大立光,420000,4.8
8996,高力,1630000,4.47
2454,聯發科,406000,3.71
6223,旺矽,263000,3.44
3231,緯創,7662000,3.23
6584,南俊國際,2231000,3.0
2308,台達電,632000,2.69
2455,全新,2753000,2.59
8021,尖點,2682000,2.59
1303,南亞,5445000,2.46
1815,富喬,10877000,2.37
3711,日月光投控,1629000,2.26
3443,創意,160000,2.11
3661,世芯-KY,215000,1.97
3189,景碩,840013,1.71
6669,緯穎,77000,1.15
4958,臻鼎-KY,1000000,1.13
8046,南電,300000,0.88
6515,穎崴,42000,0.63
6805,富世達,109000,0.47
6139,亞翔,250000,0.45
2337,旺宏,1343000,0.39
7734,印能科技,56000,0.39
5289,宜鼎,98000,0.34
3260,威剛,358000,0.32
3583,辛耘,147000,0.24
5347,世界,629000,0.23
7751,竑騰,25000,0.08
3264,欣銓,72000,0.04
