code,name,shares,weight
2059,川湖,293000,8.21
2330,台積電,1406000,7.84
3017,奇鋐,1002000,7.34
2383,台光電,466000,6.07
3665,貿聯-KY,1161000,5.86
3037,欣興,2497000,5.72
2345,智邦,1080000,5.61
8996,高力,1630000,4.8
3008,大立光,420000,4.48
2454,聯發科,406000,3.93
6223,旺矽,263000,3.91
3231,緯創,7662000,3.46
6584,南俊國際,2231000,3.05
2308,台達電,632000,2.73
8021,尖點,2682000,2.64
2455,全新,2753000,2.42
1303,南亞,5445000,2.36
3711,日月光投控,1629000,2.34
1815,富喬,10877000,2.24
3661,世芯-KY,215000,2.06
3443,創意,160000,2.03
3189,景碩,840013,1.64
4958,臻鼎-KY,1000000,1.09
6669,緯穎,77000,1.07
8046,南電,300000,0.83
6515,穎崴,42000,0.65
6139,亞翔,250000,0.46
6805,富世達,109000,0.46
7751,竑騰,149000,0.45
2337,旺宏,1343000,0.42
7734,印能科技,56000,0.42
3260,威剛,358000,0.34
5289,宜鼎,98000,0.34
3583,辛耘,147000,0.24
5347,世界,629000,0.23
3264,欣銓,72000,0.04
