code,name,shares,weight
2330,台積電,1406000,7.77
2383,台光電,563000,6.99
2345,智邦,977000,5.49
3017,奇鋐,1009000,5.37
8996,高力,1630000,5.27
6223,旺矽,326000,5.0
2059,川湖,293000,4.84
3037,欣興,2097000,4.83
3008,大立光,380000,4.24
3665,貿聯-KY,955000,4.18
2327,國巨*,1566000,3.75
6584,南俊國際,2231000,3.73
2454,聯發科,406000,3.72
3443,創意,311000,3.25
6187,萬潤,1220000,3.1
6515,穎崴,145000,2.8
2303,聯電,7000000,2.71
3711,日月光投控,1629000,2.43
8299,群聯,445000,2.43
2455,全新,2753000,2.26
2368,金像電,745000,2.09
3661,世芯-KY,215000,1.97
8021,尖點,1501000,1.9
7751,竑騰,372000,1.19
3583,辛耘,566000,1.09
3105,穩懋,966000,0.97
3189,景碩,440013,0.83
6182,合晶,2000000,0.56
2337,旺宏,1343000,0.52
6139,亞翔,250000,0.52
6805,富世達,109000,0.42
3363,上詮,300000,0.41
7734,印能科技,56000,0.4
5289,宜鼎,98000,0.37
3260,威剛,358000,0.34
2360,致茂,50000,0.24
3264,欣銓,72000,0.04
3491,昇達科,1000,0.0
