code,name,shares,weight
2330,台積電,1406000,9.05
2383,台光電,563000,6.87
2059,川湖,293000,6.3
2345,智邦,1080000,6.27
3017,奇鋐,1002000,5.94
6223,旺矽,326000,4.94
3665,貿聯-KY,955000,4.82
3008,大立光,420000,4.52
8996,高力,1630000,4.39
3037,欣興,2097000,4.37
2454,聯發科,406000,3.76
2327,國巨*,2066000,3.61
6584,南俊國際,2231000,3.34
6187,萬潤,1220000,3.17
3711,日月光投控,1629000,2.7
2303,聯電,7000000,2.53
3443,創意,211000,2.19
8299,群聯,445000,2.14
2455,全新,2753000,2.12
3661,世芯-KY,215000,2.01
8021,尖點,1501000,1.71
6182,合晶,4500000,1.69
6515,穎崴,99000,1.66
3026,禾伸堂,909000,1.57
6488,環球晶,394000,1.38
7751,竑騰,318000,0.97
3189,景碩,440013,0.83
6139,亞翔,250000,0.54
2337,旺宏,1343000,0.44
7734,印能科技,56000,0.44
3363,上詮,300000,0.42
6805,富世達,109000,0.39
3260,威剛,358000,0.35
5289,宜鼎,98000,0.33
3583,辛耘,147000,0.3
3264,欣銓,72000,0.04
3491,昇達科,1000,0.0
