code,name,shares,weight
2330,台積電,1406000,9.39
2383,台光電,563000,7.36
3017,奇鋐,1002000,6.41
2059,川湖,293000,6.34
2345,智邦,1080000,6.33
3665,貿聯-KY,955000,5.53
6223,旺矽,326000,4.74
3008,大立光,420000,4.73
3037,欣興,2097000,4.55
2454,聯發科,406000,3.98
8996,高力,1630000,3.84
6187,萬潤,1220000,3.12
3231,緯創,5662000,2.75
6584,南俊國際,2231000,2.75
3711,日月光投控,1629000,2.49
8021,尖點,2501000,2.23
2455,全新,2753000,2.21
3443,創意,211000,2.21
3661,世芯-KY,215000,1.81
8299,群聯,366000,1.66
6669,緯穎,77000,1.14
3026,禾伸堂,821000,1.06
7751,竑騰,310000,1.05
6488,環球晶,394000,0.93
3189,景碩,440013,0.77
6515,穎崴,42000,0.67
7734,印能科技,56000,0.52
6139,亞翔,250000,0.49
3260,威剛,358000,0.41
6805,富世達,109000,0.41
2337,旺宏,1343000,0.37
5289,宜鼎,98000,0.35
3363,上詮,200000,0.26
3583,辛耘,147000,0.26
3264,欣銓,72000,0.04
3491,昇達科,1000,0.0
