code,name,shares,weight
2330,台積電,1406000,7.62
2383,台光電,563000,6.98
3017,奇鋐,1009000,5.32
2345,智邦,977000,5.18
8996,高力,1630000,5.14
2059,川湖,293000,4.77
6223,旺矽,326000,4.74
3037,欣興,2097000,4.44
3665,貿聯-KY,955000,4.16
3008,大立光,380000,4.13
2454,聯發科,406000,4.01
2327,國巨*,1566000,3.48
3443,創意,311000,3.2
6584,南俊國際,2204000,3.11
6187,萬潤,1220000,3.11
6515,穎崴,145000,2.98
2368,金像電,945000,2.6
2455,全新,2753000,2.38
3711,日月光投控,1629000,2.35
8299,群聯,445000,2.35
3105,穩懋,1949000,2.21
3661,世芯-KY,215000,2.05
8021,尖點,1501000,1.85
7751,竑騰,375000,1.2
3653,健策,132000,1.1
3583,辛耘,566000,1.09
2308,台達電,224000,1.01
2303,聯電,2000000,0.74
3189,景碩,440013,0.7
2337,旺宏,1343000,0.5
3363,上詮,300000,0.45
6139,亞翔,250000,0.43
6805,富世達,109000,0.42
7734,印能科技,56000,0.41
5289,宜鼎,98000,0.4
3260,威剛,358000,0.32
2360,致茂,50000,0.25
3264,欣銓,72000,0.04
3491,昇達科,1000,0.0
