code,name,shares,weight
2330,台積電,1706000,8.34
3037,欣興,2797000,5.64
2383,台光電,563000,5.48
2345,智邦,977000,5.09
6669,緯穎,386000,4.36
6223,旺矽,326000,3.88
2454,聯發科,406000,3.72
3017,奇鋐,634000,3.65
8996,高力,1630000,3.6
2059,川湖,312000,3.36
3665,貿聯-KY,652000,3.03
6584,南俊國際,2204000,2.93
3443,創意,311000,2.89
2327,國巨*,1566000,2.59
3661,世芯-KY,280000,2.59
8299,群聯,475000,2.57
6515,穎崴,145000,2.4
2455,全新,2753000,2.3
3081,聯亞,366000,2.09
3711,日月光投控,1629000,2.03
3105,穩懋,1949000,2.02
2368,金像電,645000,1.8
6510,精測,262000,1.75
2308,台達電,344000,1.7
6274,台燿,471000,1.61
7769,鴻勁,97000,1.47
8046,南電,718000,1.31
7751,竑騰,375000,1.19
5274,信驊,29000,1.05
2360,致茂,200000,1.03
3583,辛耘,566000,0.96
4991,環宇-KY,553000,0.81
3653,健策,102000,0.8
3189,景碩,470013,0.7
6531,愛普*,265000,0.59
5289,宜鼎,153000,0.58
2337,旺宏,1434000,0.47
8021,尖點,501000,0.47
6805,富世達,109000,0.46
6139,亞翔,250000,0.4
7734,印能科技,56000,0.37
3260,威剛,382000,0.36
6442,光聖,74000,0.31
3533,嘉澤,4000,0.02
3491,昇達科,1000,0.0
