code,name,shares,weight
3017,奇鋐,1001000,8.3
2330,台積電,1116000,6.62
2383,台光電,465000,6.14
2059,川湖,205000,6.09
3037,欣興,2482000,5.97
3665,貿聯-KY,1161000,5.36
8996,高力,1630000,5.33
2345,智邦,1074000,4.98
3008,大立光,293000,4.8
6223,旺矽,268000,3.71
1815,富喬,11420868,3.58
3231,緯創,7245000,3.31
1303,南亞,5445000,3.14
6584,南俊國際,2231000,3.11
8021,尖點,2682000,2.76
2455,全新,2150000,2.72
8046,南電,968000,2.57
3443,創意,164000,2.47
6669,緯穎,429675,2.44
3661,世芯-KY,215000,1.93
3189,景碩,844013,1.71
2454,聯發科,145000,1.64
4958,臻鼎-KY,1000000,1.22
6515,穎崴,51000,0.86
3026,禾伸堂,261000,0.48
5274,信驊,11000,0.48
6213,聯茂,373000,0.47
3653,健策,33000,0.47
2301,光寶科,659000,0.45
2357,華碩,196000,0.45
2376,技嘉,508000,0.44
6139,亞翔,250000,0.44
3081,聯亞,63000,0.44
8150,南茂,1957000,0.42
6187,萬潤,134000,0.41
2360,致茂,76000,0.4
3711,日月光投控,250000,0.38
2404,漢唐,155000,0.38
6274,台燿,113000,0.38
5289,宜鼎,99952,0.32
5347,世界,629000,0.24
