code,name,shares,weight
2330,台積電,1706000,8.61
2383,台光電,563000,5.87
2345,智邦,977000,5.19
3037,欣興,2097000,4.18
6223,旺矽,326000,4.01
8996,高力,1630000,3.91
6669,緯穎,319000,3.85
2454,聯發科,406000,3.73
3017,奇鋐,634000,3.52
2059,川湖,293000,3.51
6584,南俊國際,2204000,3.06
3665,貿聯-KY,652000,3.06
3443,創意,311000,2.93
2368,金像電,945000,2.65
6515,穎崴,145000,2.61
2327,國巨*,1566000,2.57
3661,世芯-KY,262000,2.4
2455,全新,2753000,2.34
8299,群聯,445000,2.33
6187,萬潤,870000,2.08
3105,穩懋,1949000,2.01
3711,日月光投控,1629000,2.01
2308,台達電,344000,1.69
3081,聯亞,273000,1.55
6274,台燿,441000,1.52
7769,鴻勁,91000,1.41
8046,南電,718000,1.29
7751,竑騰,375000,1.24
2360,致茂,200000,1.09
5274,信驊,29000,1.08
3583,辛耘,566000,1.05
3008,大立光,125000,0.98
6510,精測,129000,0.91
3653,健策,102000,0.79
3189,景碩,440013,0.67
4991,環宇-KY,394000,0.55
8021,尖點,501000,0.49
6805,富世達,109000,0.45
2337,旺宏,1343000,0.43
6139,亞翔,250000,0.43
5289,宜鼎,98000,0.37
7734,印能科技,56000,0.37
3260,威剛,358000,0.32
3491,昇達科,1000,0.0
