code,name,shares,weight
2330,台積電,1406000,7.91
2383,台光電,563000,7.02
2059,川湖,293000,6.74
3017,奇鋐,1002000,6.32
2345,智邦,1080000,6.07
3037,欣興,2497000,5.59
3665,貿聯-KY,991000,5.53
3008,大立光,520000,5.49
6223,旺矽,326000,4.66
8996,高力,1630000,4.07
2454,聯發科,406000,3.8
3231,緯創,7662000,3.62
6187,萬潤,1220000,3.22
6584,南俊國際,2231000,2.57
8021,尖點,2501000,2.37
2455,全新,2753000,2.36
3711,日月光投控,1629000,2.31
1303,南亞,5445000,2.25
3443,創意,211000,2.12
3661,世芯-KY,215000,1.77
8299,群聯,366000,1.61
2308,台達電,300000,1.18
6669,緯穎,77000,1.16
4958,臻鼎-KY,1000000,1.08
7751,竑騰,310000,1.03
6488,環球晶,394000,0.91
3189,景碩,440013,0.82
6515,穎崴,42000,0.67
7734,印能科技,56000,0.5
6139,亞翔,250000,0.48
6805,富世達,109000,0.42
2337,旺宏,1343000,0.39
1815,富喬,1777000,0.35
3260,威剛,358000,0.35
5289,宜鼎,98000,0.34
3583,辛耘,147000,0.25
5347,世界,629000,0.24
3264,欣銓,72000,0.03
