code,name,shares,weight
2330,台積電,1706000,8.28
2383,台光電,563000,6.01
2345,智邦,977000,5.09
8996,高力,1630000,4.57
3665,貿聯-KY,955000,4.34
3017,奇鋐,809000,4.34
3037,欣興,2097000,4.28
2059,川湖,293000,4.19
6223,旺矽,326000,4.04
2454,聯發科,406000,3.83
6669,緯穎,319000,3.56
6584,南俊國際,2204000,3.1
2368,金像電,945000,2.98
6187,萬潤,1220000,2.9
3443,創意,311000,2.82
2327,國巨*,1566000,2.72
6515,穎崴,145000,2.63
3661,世芯-KY,262000,2.35
2455,全新,2753000,2.29
8299,群聯,445000,2.21
3105,穩懋,1949000,2.04
3711,日月光投控,1629000,1.95
3653,健策,214000,1.77
2308,台達電,344000,1.75
6274,台燿,441000,1.5
8046,南電,718000,1.38
7769,鴻勁,91000,1.33
7751,竑騰,375000,1.17
5274,信驊,29000,1.09
3583,辛耘,566000,1.03
3008,大立光,125000,1.02
2360,致茂,200000,1.01
6510,精測,129000,0.92
3189,景碩,440013,0.66
8021,尖點,501000,0.53
3363,上詮,300000,0.52
4991,環宇-KY,394000,0.5
6805,富世達,109000,0.45
2337,旺宏,1343000,0.41
5289,宜鼎,98000,0.41
6139,亞翔,250000,0.39
7734,印能科技,56000,0.38
3260,威剛,358000,0.32
3491,昇達科,1000,0.0
