code,name,shares,weight
2330,台積電,1406000,7.43
2383,台光電,563000,6.92
3017,奇鋐,1009000,5.65
8996,高力,1630000,5.23
6223,旺矽,326000,5.17
2345,智邦,977000,5.13
2059,川湖,293000,4.86
3037,欣興,2097000,4.32
3665,貿聯-KY,955000,4.24
3008,大立光,380000,4.12
2454,聯發科,406000,3.85
2327,國巨*,1566000,3.64
3443,創意,311000,3.36
6584,南俊國際,2204000,3.23
6515,穎崴,145000,3.05
6187,萬潤,1220000,2.86
2368,金像電,945000,2.62
8299,群聯,445000,2.46
2455,全新,2753000,2.42
3711,日月光投控,1629000,2.35
3105,穩懋,1949000,2.06
3661,世芯-KY,215000,2.06
8021,尖點,1501000,1.89
7751,竑騰,375000,1.23
3583,辛耘,566000,1.07
2303,聯電,2000000,0.79
3189,景碩,440013,0.72
2337,旺宏,1343000,0.51
6139,亞翔,250000,0.45
3363,上詮,300000,0.44
6805,富世達,109000,0.44
7734,印能科技,56000,0.4
5289,宜鼎,98000,0.39
3260,威剛,358000,0.32
2360,致茂,50000,0.24
3264,欣銓,72000,0.04
3491,昇達科,1000,0.0
