code,name,shares,weight
2330,台積電,1406000,8.72
2383,台光電,563000,7.07
2345,智邦,1080000,6.33
3017,奇鋐,1002000,6.3
2059,川湖,293000,5.98
3665,貿聯-KY,955000,5.56
6223,旺矽,326000,4.91
3037,欣興,2097000,4.65
3008,大立光,420000,4.35
8996,高力,1630000,4.33
2454,聯發科,406000,4.02
2327,國巨*,1927000,3.27
6584,南俊國際,2231000,3.16
6187,萬潤,1220000,3.03
3711,日月光投控,1629000,2.64
8021,尖點,2501000,2.44
2455,全新,2753000,2.42
2303,聯電,7000000,2.37
3443,創意,211000,2.27
8299,群聯,445000,2.14
3661,世芯-KY,215000,1.93
3231,緯創,3496000,1.65
3026,禾伸堂,909000,1.54
6669,緯穎,77000,1.16
6488,環球晶,394000,1.07
7751,竑騰,310000,0.94
3189,景碩,440013,0.83
6515,穎崴,42000,0.7
6139,亞翔,250000,0.55
7734,印能科技,56000,0.51
3363,上詮,300000,0.46
2337,旺宏,1343000,0.44
6805,富世達,109000,0.41
3260,威剛,358000,0.36
5289,宜鼎,98000,0.35
3583,辛耘,147000,0.28
3264,欣銓,72000,0.04
3491,昇達科,1000,0.0
