code,name,weight,shares
2330,台積電,7.7,556000
8299,群聯,4.9,277000
2308,台達電,4.85,504000
2345,智邦,4.38,488000
3665,貿聯-KY,4.05,387000
3017,奇鋐,3.8,331000
6223,旺矽,3.49,175000
2059,川湖,3.3,134000
2383,台光電,3.08,224000
6515,穎崴,3.02,101000
7769,鴻勁,2.65,92000
8996,高力,2.46,412000
2360,致茂,2.44,313000
5347,世界,2.37,2101000
3037,欣興,2.27,858000
3260,威剛,2.26,819000
3163,波若威,2.22,612000
2408,南亞科,2.21,968000
2449,京元電子,2.18,932000
3131,弘塑,1.97,141000
6415,矽力*-KY,1.93,840000
5274,信驊,1.86,26000
6781,AES-KY,1.76,191000
6442,光聖,1.64,124000
3661,世芯-KY,1.61,64000
1519,華城,1.59,204000
4749,新應材,1.55,240000
8358,金居,1.44,713000
6669,緯穎,1.43,50000
2327,國巨*,1.26,595000
8210,勤誠,1.18,165000
2454,聯發科,1.16,85000
2486,一詮,1.13,1150000
2344,華邦電,1.08,1079000
3529,力旺,1.04,71000
6274,台燿,0.93,238000
5289,宜鼎,0.93,157000
2451,創見,0.92,463000
8021,尖點,0.86,509920
3231,緯創,0.84,827000
6531,愛普*,0.83,245000
3324,雙鴻,0.66,91000
6805,富世達,0.63,55000
2317,鴻海,0.56,325000
3443,創意,0.48,23000
8046,南電,0.46,160000
3189,景碩,0.38,213000
2368,金像電,0.32,60000
6584,南俊國際,0.31,136000
3653,健策,0.31,14000
5439,高技,0.3,126000
5536,聖暉*,0.04,7000
