code,name,weight,shares
2330,台積電,7.02,806000
2383,台光電,4.34,323000
2345,智邦,4.14,531000
6515,穎崴,3.8,111000
3017,奇鋐,3.67,370000
6223,旺矽,3.63,196000
3533,嘉澤,3.42,343000
8299,群聯,3.36,434000
2059,川湖,3.1,191000
8996,高力,3.05,715000
3105,穩懋,3.03,1716000
6442,光聖,2.95,310000
3037,欣興,2.93,1277000
2360,致茂,2.8,370000
3163,波若威,2.75,676000
7769,鴻勁,2.57,142000
2408,南亞科,2.41,2432000
6669,緯穎,2.34,146000
8046,南電,2.31,858000
6510,精測,2.24,142000
4749,新應材,2.04,526000
7751,竑騰,2.03,285000
6805,富世達,1.98,219000
8358,金居,1.97,1728000
2308,台達電,1.94,280000
3653,健策,1.85,100000
6584,南俊國際,1.62,566000
5274,信驊,1.54,29000
5347,世界,1.26,2277000
4991,環宇-KY,1.01,511000
2368,金像電,1.01,227000
6781,AES-KY,0.93,198000
3665,貿聯-KY,0.9,100000
3529,力旺,0.86,67000
2486,一詮,0.84,1230000
6531,愛普*,0.79,367000
3661,世芯-KY,0.76,59000
8210,勤誠,0.73,173000
3443,創意,0.73,66000
3189,景碩,0.71,457013
6274,台燿,0.67,230000
8021,尖點,0.66,569920
5289,宜鼎,0.39,90000
2317,鴻海,0.32,349000
2344,華邦電,0.29,663000
3324,雙鴻,0.28,64000
5439,高技,0.27,205000
2449,京元電子,0.22,166000
