code,name,weight,shares
2330,台積電,5.91,677000
2383,台光電,4.41,323000
2345,智邦,4.26,531000
6515,穎崴,4.18,111000
3017,奇鋐,3.87,370000
3533,嘉澤,3.73,343000
6223,旺矽,3.59,196000
8299,群聯,3.42,434000
2059,川湖,3.24,191000
6442,光聖,3.21,310000
8996,高力,3.14,715000
3037,欣興,3.09,1277000
2360,致茂,2.95,370000
3163,波若威,2.9,676000
2408,南亞科,2.63,2432000
7769,鴻勁,2.58,142000
8046,南電,2.44,858000
6510,精測,2.31,142000
4749,新應材,2.12,526000
7751,竑騰,2.1,285000
2308,台達電,2.04,280000
8358,金居,1.98,1728000
6805,富世達,1.97,219000
3653,健策,1.91,100000
3105,穩懋,1.77,923000
6584,南俊國際,1.67,566000
5274,信驊,1.6,29000
5347,世界,1.31,2277000
6669,緯穎,1.09,66000
4991,環宇-KY,1.08,511000
2368,金像電,1.0,227000
6781,AES-KY,0.99,198000
3665,貿聯-KY,0.92,100000
2486,一詮,0.88,1230000
3529,力旺,0.88,67000
6531,愛普*,0.87,367000
1519,華城,0.86,211000
3661,世芯-KY,0.8,59000
3189,景碩,0.78,457013
8210,勤誠,0.76,173000
2449,京元電子,0.75,564000
3443,創意,0.75,66000
8021,尖點,0.74,569920
6274,台燿,0.68,230000
5289,宜鼎,0.42,90000
2317,鴻海,0.33,349000
2344,華邦電,0.3,663000
3324,雙鴻,0.3,64000
5439,高技,0.29,205000
