code,name,weight,shares
2330,台積電,8.72,556000
2308,台達電,5.05,494000
8299,群聯,4.67,272000
2345,智邦,4.49,433000
3665,貿聯-KY,4.44,379000
2059,川湖,4.03,127000
6223,旺矽,3.7,167000
3017,奇鋐,3.63,315000
6515,穎崴,3.31,96000
2383,台光電,2.81,200000
7769,鴻勁,2.8,87000
2360,致茂,2.75,307000
5347,世界,2.72,2060000
1519,華城,2.67,289000
8996,高力,2.27,362000
2408,南亞科,2.15,950000
3131,弘塑,2.13,135000
3163,波若威,2.02,612000
6669,緯穎,1.98,61000
3260,威剛,1.97,804000
6781,AES-KY,1.81,179000
3661,世芯-KY,1.81,62000
2451,創見,1.78,855000
8358,金居,1.77,696000
4749,新應材,1.73,228000
5274,信驊,1.73,23000
2327,國巨*,1.46,583000
6442,光聖,1.4,124000
5536,聖暉*,1.34,220000
8210,勤誠,1.33,162000
2368,金像電,1.25,232000
2449,京元電子,1.04,432000
5289,宜鼎,1.04,154000
2344,華邦電,1.03,1079000
6531,愛普*,1.03,233000
3529,力旺,0.99,71000
8021,尖點,0.98,492000
3037,欣興,0.87,302000
6274,台燿,0.63,150000
2317,鴻海,0.62,314000
6805,富世達,0.6,52000
3443,創意,0.54,23000
8046,南電,0.48,147000
3189,景碩,0.38,209000
5439,高技,0.32,120000
3324,雙鴻,0.32,40000
3653,健策,0.29,14000
6584,南俊國際,0.28,104000
