code,name,prev_shares,curr_shares,delta,status
3665,貿聯-KY,0,100000,100000,NEW
8358,金居,1548000,1728000,180000,UP
2344,華邦電,513000,663000,150000,UP
6584,南俊國際,458000,566000,108000,UP
6805,富世達,119000,219000,100000,UP
2330,台積電,607000,677000,70000,UP
6510,精測,20000,82000,62000,UP
8996,高力,655000,715000,60000,UP
2408,南亞科,2382000,2432000,50000,UP
5347,世界,2230000,2277000,47000,UP
8299,群聯,396000,434000,38000,UP
3037,欣興,1250000,1277000,27000,UP
2486,一詮,1204000,1230000,26000,UP
4749,新應材,504000,526000,22000,UP
3105,穩懋,904000,923000,19000,UP
8046,南電,840000,858000,18000,UP
3163,波若威,662000,676000,14000,UP
2449,京元電子,552000,564000,12000,UP
8021,尖點,557920,569920,12000,UP
2345,智邦,520000,531000,11000,UP
4991,環宇-KY,500000,511000,11000,UP
3189,景碩,447013,457013,10000,UP
3324,雙鴻,54000,64000,10000,UP
2360,致茂,362000,370000,8000,UP
3017,奇鋐,362000,370000,8000,UP
6531,愛普*,359000,367000,8000,UP
2317,鴻海,342000,349000,7000,UP
2383,台光電,316000,323000,7000,UP
3533,嘉澤,336000,343000,7000,UP
2308,台達電,274000,280000,6000,UP
6442,光聖,304000,310000,6000,UP
7751,竑騰,279000,285000,6000,UP
2368,金像電,222000,227000,5000,UP
6274,台燿,225000,230000,5000,UP
1519,華城,207000,211000,4000,UP
2059,川湖,187000,191000,4000,UP
5439,高技,201000,205000,4000,UP
6223,旺矽,192000,196000,4000,UP
6781,AES-KY,194000,198000,4000,UP
8210,勤誠,169000,173000,4000,UP
7769,鴻勁,139000,142000,3000,UP
3653,健策,98000,100000,2000,UP
5289,宜鼎,88000,90000,2000,UP
6515,穎崴,109000,111000,2000,UP
3443,創意,65000,66000,1000,UP
3529,力旺,66000,67000,1000,UP
3661,世芯-KY,58000,59000,1000,UP
5274,信驊,28000,29000,1000,UP
6669,緯穎,65000,66000,1000,UP
