code,name,weight,shares
2330,台積電,7.97,1761000
2383,台光電,5.04,537000
6669,緯穎,4.78,465000
3661,世芯-KY,3.8,393000
3037,欣興,3.72,2302000
3443,創意,3.7,360000
3665,貿聯-KY,3.62,667000
8299,群聯,3.41,711000
8996,高力,3.39,1689000
2345,智邦,3.36,716000
3105,穩懋,3.34,3433000
6510,精測,2.98,422000
6223,旺矽,2.87,289000
6515,穎崴,2.87,151000
2059,川湖,2.71,258000
3533,嘉澤,2.5,468000
3017,奇鋐,2.42,501000
7769,鴻勁,2.22,194000
2360,致茂,2.15,487000
6442,光聖,2.08,535000
3081,聯亞,1.97,380000
8046,南電,1.87,1108000
3163,波若威,1.84,923000
2408,南亞科,1.78,3280000
6584,南俊國際,1.77,1337000
2368,金像電,1.76,669000
6274,台燿,1.72,636000
2308,台達電,1.55,357000
5274,信驊,1.51,45000
7751,竑騰,1.49,388000
3653,健策,1.42,197000
2454,聯發科,1.29,180000
2455,全新,1.28,1927000
6531,愛普*,1.22,703000
3131,弘塑,0.89,154000
4991,環宇-KY,0.88,692000
3036,文曄,0.56,1177000
5289,宜鼎,0.45,142000
3189,景碩,0.44,486013
2337,旺宏,0.38,1271000
3260,威剛,0.35,393000
3711,日月光投控,0.33,320000
3324,雙鴻,0.32,151000
3491,昇達科,0.32,97000
2344,華邦電,0.19,893000
3583,辛耘,0.05,33000
