code,name,weight,shares
2330,台積電,6.98,556000
8299,群聯,5.31,394000
2383,台光電,5.26,299000
2345,智邦,4.62,488000
3037,欣興,4.46,1193000
6223,旺矽,4.25,175000
2408,南亞科,4.23,2379000
6515,穎崴,4.19,100000
3017,奇鋐,4.12,331000
3163,波若威,4.0,612000
8996,高力,3.77,599000
7769,鴻勁,3.52,127000
2360,致茂,3.09,313000
2059,川湖,3.03,134000
3533,嘉澤,2.62,228000
2308,台達電,2.5,270000
3665,貿聯-KY,2.43,217000
8046,南電,2.16,560000
5347,世界,1.97,2501000
2449,京元電子,1.83,932000
5274,信驊,1.82,26000
7751,竑騰,1.58,166000
4749,新應材,1.52,240000
6442,光聖,1.46,124000
6669,緯穎,1.36,50000
6781,AES-KY,1.31,191000
1519,華城,1.26,204000
8358,金居,1.21,713000
2486,一詮,1.16,1150000
5289,宜鼎,1.13,157000
8210,勤誠,1.0,165000
6531,愛普*,0.88,245000
8021,尖點,0.82,509920
3661,世芯-KY,0.79,37000
6805,富世達,0.66,55000
3189,景碩,0.54,237013
2317,鴻海,0.48,325000
2368,金像電,0.37,60000
3529,力旺,0.37,21000
6584,南俊國際,0.36,136000
3653,健策,0.32,14000
2344,華邦電,0.3,379000
5439,高技,0.24,126000
