code,name,weight,shares
2330,台積電,8.36,556000
2308,台達電,5.21,494000
8299,群聯,4.84,272000
2345,智邦,4.71,478000
3665,貿聯-KY,4.65,379000
2059,川湖,3.81,127000
3017,奇鋐,3.7,315000
6223,旺矽,3.7,167000
6515,穎崴,3.34,96000
2383,台光電,2.98,200000
7769,鴻勁,2.83,87000
2360,致茂,2.67,307000
5347,世界,2.56,2060000
3260,威剛,2.38,804000
2408,南亞科,2.33,950000
8996,高力,2.27,362000
3131,弘塑,2.03,134000
3163,波若威,2.02,612000
3661,世芯-KY,1.87,62000
6781,AES-KY,1.82,178000
6415,矽力*-KY,1.79,800000
1519,華城,1.75,200000
5274,信驊,1.75,23000
4749,新應材,1.66,228000
8358,金居,1.62,699000
2327,國巨*,1.43,583000
6442,光聖,1.38,124000
8210,勤誠,1.35,162000
5536,聖暉*,1.24,220000
2449,京元電子,1.1,432000
2344,華邦電,1.05,1079000
5289,宜鼎,1.0,154000
3529,力旺,1.0,71000
2451,創見,0.98,454000
6274,台燿,0.98,223000
8021,尖點,0.97,492000
6531,愛普*,0.9,233000
3037,欣興,0.86,302000
6805,富世達,0.63,52000
2317,鴻海,0.6,314000
3443,創意,0.52,23000
8046,南電,0.47,147000
3189,景碩,0.37,209000
3653,健策,0.33,14000
5439,高技,0.32,120000
3324,雙鴻,0.32,40000
6584,南俊國際,0.26,104000
