code,name,prev_shares,curr_shares,delta,status
6584,南俊國際,743000,1333000,590000,UP
2408,南亞科,2829000,3265000,436000,UP
5347,世界,2402000,2818000,416000,UP
3105,穩懋,3027000,3433000,406000,UP
3037,欣興,1899000,2210000,311000,UP
6271,同欣電,1800000,2089000,289000,UP
6442,光聖,542000,781000,239000,UP
8358,金居,1326000,1558000,232000,UP
2486,一詮,1298000,1517000,219000,UP
2308,台達電,156000,356000,200000,UP
6669,緯穎,264000,464000,200000,UP
8996,高力,1310000,1489000,179000,UP
2330,台積電,1134000,1305000,171000,UP
3036,文曄,1000000,1171000,171000,UP
8046,南電,938000,1103000,165000,UP
3163,波若威,786000,919000,133000,UP
3665,貿聯-KY,447000,567000,120000,UP
2344,華邦電,771000,889000,118000,UP
3661,世芯-KY,69000,173000,104000,UP
8021,尖點,584920,688920,104000,UP
4991,環宇-KY,587000,688000,101000,UP
4749,新應材,599000,698000,99000,UP
6531,愛普*,604000,700000,96000,UP
2345,智邦,618000,713000,95000,UP
8299,群聯,615000,708000,93000,UP
6274,台燿,543000,633000,90000,UP
3653,健策,110000,192000,82000,UP
2360,致茂,414000,485000,71000,UP
3017,奇鋐,431000,501000,70000,UP
3533,嘉澤,399000,466000,67000,UP
2383,台光電,376000,438000,62000,UP
7751,竑騰,331000,386000,55000,UP
3324,雙鴻,100000,150000,50000,UP
2368,金像電,264000,308000,44000,UP
3443,創意,215000,259000,44000,UP
3711,日月光投控,275000,319000,44000,UP
6805,富世達,255000,297000,42000,UP
6223,旺矽,248000,288000,40000,UP
2059,川湖,221000,257000,36000,UP
3081,聯亞,195000,229000,34000,UP
6510,精測,291000,321000,30000,UP
7769,鴻勁,165000,193000,28000,UP
3131,弘塑,132000,153000,21000,UP
6515,穎崴,129000,150000,21000,UP
3529,力旺,139000,154000,15000,UP
3491,昇達科,83000,97000,14000,UP
5274,信驊,39000,45000,6000,UP
2337,旺宏,771000,771000,0,SAME
3189,景碩,484013,484013,0,SAME
3260,威剛,293000,293000,0,SAME
5289,宜鼎,102000,102000,0,SAME
