code,name,prev_shares,curr_shares,delta,status
3189,景碩,252013,452013,200000,UP
3533,嘉澤,231000,331000,100000,UP
6531,愛普*,245000,345000,100000,UP
2368,金像電,61000,122000,61000,UP
2345,智邦,493000,538000,45000,UP
3037,欣興,1206000,1250000,44000,UP
6584,南俊國際,236000,279000,43000,UP
3529,力旺,21000,61000,40000,UP
6442,光聖,124000,164000,40000,UP
2344,華邦電,383000,413000,30000,UP
3653,健策,14000,44000,30000,UP
8046,南電,810000,840000,30000,UP
8358,金居,721000,748000,27000,UP
3163,波若威,612000,635000,23000,UP
8996,高力,606000,628000,22000,UP
2449,京元電子,532000,552000,20000,UP
8021,尖點,515920,534920,19000,UP
2317,鴻海,329000,341000,12000,UP
2360,致茂,316000,328000,12000,UP
3017,奇鋐,335000,347000,12000,UP
7751,竑騰,256000,267000,11000,UP
4749,新應材,243000,252000,9000,UP
5439,高技,186000,193000,7000,UP
6223,旺矽,177000,184000,7000,UP
5289,宜鼎,157000,163000,6000,UP
7769,鴻勁,128000,133000,5000,UP
6515,穎崴,101000,105000,4000,UP
3324,雙鴻,50000,52000,2000,UP
6669,緯穎,51000,53000,2000,UP
6805,富世達,56000,58000,2000,UP
1519,華城,206000,207000,1000,UP
2059,川湖,135000,136000,1000,UP
2308,台達電,273000,274000,1000,UP
2330,台積電,556000,557000,1000,UP
2383,台光電,302000,303000,1000,UP
2408,南亞科,2380000,2381000,1000,UP
2486,一詮,1153000,1154000,1000,UP
3661,世芯-KY,37000,38000,1000,UP
3665,貿聯-KY,128000,129000,1000,UP
5274,信驊,26000,27000,1000,UP
5347,世界,2529000,2530000,1000,UP
6781,AES-KY,193000,194000,1000,UP
8210,勤誠,167000,168000,1000,UP
8299,群聯,395000,396000,1000,UP
3105,穩懋,504000,504000,0,SAME
6274,台燿,110000,110000,0,SAME
