code,name,weight,shares
2330,台積電,7.83,556000
8299,群聯,5.84,394000
2308,台達電,5.0,504000
2345,智邦,4.91,488000
2408,南亞科,4.87,2279000
8996,高力,4.0,599000
3037,欣興,3.81,1193000
2383,台光電,3.71,224000
3017,奇鋐,3.68,331000
3665,貿聯-KY,3.59,387000
6515,穎崴,3.45,101000
6223,旺矽,3.32,175000
3163,波若威,3.12,612000
7769,鴻勁,3.04,92000
2059,川湖,3.0,134000
2360,致茂,2.75,313000
2449,京元電子,2.18,932000
5347,世界,2.07,2101000
2454,聯發科,1.97,151000
3533,嘉澤,1.92,164000
5274,信驊,1.82,26000
6442,光聖,1.8,124000
3324,雙鴻,1.7,226000
6781,AES-KY,1.64,191000
4749,新應材,1.55,240000
8358,金居,1.53,713000
1519,華城,1.4,204000
6669,緯穎,1.37,50000
3529,力旺,1.21,71000
2486,一詮,1.18,1150000
8210,勤誠,1.03,165000
6274,台燿,0.96,238000
5289,宜鼎,0.92,157000
3661,世芯-KY,0.91,37000
8021,尖點,0.89,509920
6531,愛普*,0.72,245000
8046,南電,0.58,160000
6805,富世達,0.58,55000
2317,鴻海,0.54,325000
3189,景碩,0.49,213000
6584,南俊國際,0.42,136000
3443,創意,0.41,23000
2368,金像電,0.36,60000
2344,華邦電,0.33,379000
3653,健策,0.29,14000
5439,高技,0.27,126000
