code,name,weight,shares
2330,台積電,7.48,556000
8299,群聯,5.16,394000
2383,台光電,5.08,299000
2345,智邦,5.02,488000
2308,台達電,4.89,504000
3017,奇鋐,4.27,331000
2408,南亞科,4.19,2379000
6515,穎崴,4.09,100000
6223,旺矽,3.99,175000
3037,欣興,3.85,1193000
7769,鴻勁,3.81,127000
8996,高力,3.46,599000
3163,波若威,3.27,612000
2360,致茂,3.24,313000
2059,川湖,3.12,134000
3665,貿聯-KY,2.49,217000
5347,世界,1.98,2501000
2449,京元電子,1.98,932000
3533,嘉澤,1.92,164000
5274,信驊,1.81,26000
4749,新應材,1.62,240000
3324,雙鴻,1.61,226000
6442,光聖,1.56,124000
7751,竑騰,1.5,166000
6669,緯穎,1.45,50000
6781,AES-KY,1.37,191000
1519,華城,1.32,204000
2486,一詮,1.12,1150000
8358,金居,1.11,713000
5289,宜鼎,1.08,157000
3529,力旺,1.07,62000
8210,勤誠,1.02,165000
8021,尖點,0.86,509920
3661,世芯-KY,0.86,37000
6274,台燿,0.81,238000
6531,愛普*,0.75,245000
6805,富世達,0.71,55000
8046,南電,0.52,160000
2317,鴻海,0.49,325000
3189,景碩,0.48,237013
3443,創意,0.38,23000
2368,金像電,0.37,60000
6584,南俊國際,0.36,136000
3653,健策,0.34,14000
2344,華邦電,0.3,379000
5439,高技,0.23,126000
