code,name,weight,shares
2330,台積電,6.86,806000
2383,台光電,4.47,323000
2345,智邦,3.96,531000
6515,穎崴,3.78,111000
6223,旺矽,3.69,196000
3017,奇鋐,3.6,370000
3037,欣興,3.45,1277000
3163,波若威,3.38,676000
3533,嘉澤,3.34,343000
3105,穩懋,3.29,1716000
8299,群聯,3.27,434000
6442,光聖,2.93,310000
8996,高力,2.87,715000
2360,致茂,2.78,370000
2059,川湖,2.76,191000
7769,鴻勁,2.64,142000
7751,竑騰,2.47,285000
8046,南電,2.38,858000
2408,南亞科,2.37,2432000
6669,緯穎,2.27,146000
6510,精測,2.13,142000
8358,金居,2.02,1728000
4749,新應材,1.99,526000
6805,富世達,1.81,219000
3653,健策,1.75,100000
3081,聯亞,1.65,185000
6584,南俊國際,1.62,566000
5274,信驊,1.6,29000
5347,世界,1.3,2277000
3131,弘塑,1.27,87000
4991,環宇-KY,1.15,511000
2368,金像電,0.99,227000
2308,台達電,0.98,135000
3036,文曄,0.96,947000
6781,AES-KY,0.88,198000
3665,貿聯-KY,0.88,100000
3529,力旺,0.86,67000
2486,一詮,0.85,1230000
3189,景碩,0.79,457013
6531,愛普*,0.77,367000
3661,世芯-KY,0.74,59000
8021,尖點,0.73,569920
6274,台燿,0.73,230000
3443,創意,0.72,66000
3491,昇達科,0.55,71000
2337,旺宏,0.44,671000
5289,宜鼎,0.42,90000
3324,雙鴻,0.41,93000
3711,日月光投控,0.39,236000
3260,威剛,0.39,231000
2344,華邦電,0.28,663000
2449,京元電子,0.2,166000
