code,name,weight,shares
2330,台積電,8.09,569000
3017,奇鋐,4.78,366000
2308,台達電,4.52,506000
8299,群聯,4.45,343000
2383,台光電,4.24,297000
3665,貿聯-KY,4.21,308000
2059,川湖,4.13,133000
2345,智邦,3.62,353000
6223,旺矽,3.47,171000
6669,緯穎,3.38,84000
7769,鴻勁,2.71,88000
6274,台燿,2.59,600000
6515,穎崴,2.52,97000
3163,波若威,2.37,631000
2360,致茂,2.19,307000
6781,AES-KY,2.13,183000
3260,威剛,2.08,826000
3324,雙鴻,2.06,230000
3131,弘塑,2.0,139000
1519,華城,1.96,294000
6805,富世達,1.9,138000
8996,高力,1.87,366000
8358,金居,1.82,700000
2408,南亞科,1.77,955000
2451,創見,1.73,950000
5536,聖暉*,1.73,253000
6584,南俊國際,1.71,584000
2368,金像電,1.56,271000
8210,勤誠,1.56,182000
6442,光聖,1.53,124000
3529,力旺,1.14,74000
4749,新應材,1.11,132000
2449,京元電子,1.06,440000
3661,世芯-KY,0.98,30000
6531,愛普*,0.96,233000
2382,廣達,0.9,363000
2344,華邦電,0.88,1079000
5289,宜鼎,0.84,158000
3231,緯創,0.82,592000
3037,欣興,0.72,367000
2317,鴻海,0.67,323000
5274,信驊,0.59,9000
3443,創意,0.49,25000
5439,高技,0.34,123000
3653,健策,0.33,14000
8046,南電,0.31,147000
3189,景碩,0.3,215000
