code,name,weight,shares
2330,台積電,5.96,677000
2383,台光電,4.2,323000
2345,智邦,4.01,531000
6515,穎崴,3.97,111000
3017,奇鋐,3.68,370000
6223,旺矽,3.52,196000
3533,嘉澤,3.51,343000
8299,群聯,3.25,434000
2059,川湖,3.03,191000
8996,高力,3.02,715000
6442,光聖,2.94,310000
3037,欣興,2.84,1277000
2360,致茂,2.71,370000
3163,波若威,2.66,676000
7769,鴻勁,2.49,142000
2408,南亞科,2.41,2432000
8046,南電,2.24,858000
6510,精測,2.19,142000
4749,新應材,2.1,526000
8358,金居,2.04,1728000
7751,竑騰,1.97,285000
2308,台達電,1.93,280000
6805,富世達,1.92,219000
3653,健策,1.9,100000
3105,穩懋,1.62,923000
6584,南俊國際,1.57,566000
5274,信驊,1.55,29000
5347,世界,1.32,2277000
6669,緯穎,1.09,66000
4991,環宇-KY,1.0,511000
2368,金像電,0.98,227000
6781,AES-KY,0.97,198000
3529,力旺,0.88,67000
3665,貿聯-KY,0.87,100000
2486,一詮,0.81,1230000
6531,愛普*,0.81,367000
8210,勤誠,0.75,173000
3661,世芯-KY,0.73,59000
3189,景碩,0.72,457013
3443,創意,0.71,66000
8021,尖點,0.69,569920
6274,台燿,0.65,230000
5289,宜鼎,0.38,90000
2317,鴻海,0.33,349000
2344,華邦電,0.3,663000
3324,雙鴻,0.28,64000
5439,高技,0.27,205000
2449,京元電子,0.22,166000
