code,name,weight,shares
2330,台積電,5.9,1311000
2383,台光電,4.95,537000
6669,緯穎,4.44,465000
8996,高力,3.91,1689000
3105,穩懋,3.87,3433000
3665,貿聯-KY,3.8,667000
3037,欣興,3.76,2310000
3017,奇鋐,3.65,601000
2345,智邦,3.16,716000
6510,精測,3.16,422000
6515,穎崴,3.13,151000
6442,光聖,3.04,785000
6223,旺矽,2.77,289000
8299,群聯,2.46,711000
3533,嘉澤,2.43,468000
3081,聯亞,2.21,380000
3163,波若威,2.2,924000
3653,健策,2.18,197000
3443,創意,2.16,260000
6584,南俊國際,2.03,1337000
2059,川湖,2.02,258000
8046,南電,1.99,1108000
2360,致茂,1.93,487000
2368,金像電,1.92,669000
7751,竑騰,1.92,388000
7769,鴻勁,1.89,194000
2308,台達電,1.53,357000
5274,信驊,1.52,45000
3661,世芯-KY,1.5,173000
4749,新應材,1.41,701000
2408,南亞科,1.39,3280000
6274,台燿,1.37,636000
3529,力旺,1.25,155000
6805,富世達,1.18,298000
6531,愛普*,1.14,703000
8358,金居,1.12,1508000
3131,弘塑,0.99,154000
6271,同欣電,0.95,2589000
4991,環宇-KY,0.85,692000
8021,尖點,0.61,661920
3189,景碩,0.53,486013
3036,文曄,0.48,1177000
2454,聯發科,0.4,80000
3324,雙鴻,0.38,151000
2337,旺宏,0.35,1271000
3711,日月光投控,0.33,320000
3260,威剛,0.32,393000
5289,宜鼎,0.32,142000
3491,昇達科,0.31,97000
2486,一詮,0.26,567000
2344,華邦電,0.16,893000
