code,name,weight,shares
2330,台積電,8.52,569000
8299,群聯,4.86,343000
2308,台達電,4.66,506000
3017,奇鋐,4.58,366000
2383,台光電,4.42,297000
3665,貿聯-KY,4.26,308000
2345,智邦,3.84,353000
2059,川湖,3.66,130000
6669,緯穎,3.4,84000
6223,旺矽,3.23,171000
6515,穎崴,2.67,97000
7769,鴻勁,2.52,88000
6274,台燿,2.5,597000
2360,致茂,2.31,307000
3131,弘塑,2.15,139000
3163,波若威,2.12,631000
6781,AES-KY,2.11,182000
3260,威剛,2.1,826000
3324,雙鴻,2.03,230000
2408,南亞科,1.91,950000
1519,華城,1.89,292000
8996,高力,1.87,366000
5536,聖暉*,1.82,253000
2451,創見,1.8,945000
6584,南俊國際,1.75,584000
8358,金居,1.67,696000
6805,富世達,1.65,128000
2368,金像電,1.58,271000
6442,光聖,1.42,124000
8210,勤誠,1.41,162000
4749,新應材,1.12,132000
3529,力旺,1.12,74000
2449,京元電子,1.03,438000
2344,華邦電,0.99,1079000
6531,愛普*,0.98,233000
3661,世芯-KY,0.98,30000
5289,宜鼎,0.87,158000
8021,尖點,0.81,500000
3231,緯創,0.8,589000
3037,欣興,0.74,365000
2317,鴻海,0.67,323000
5274,信驊,0.57,9000
3443,創意,0.55,25000
2382,廣達,0.53,213000
5439,高技,0.35,123000
3189,景碩,0.32,215000
8046,南電,0.32,147000
3653,健策,0.32,14000
