code,name,weight,shares
2330,台積電,5.91,557000
2383,台光電,5.03,303000
2345,智邦,4.91,538000
8299,群聯,4.45,396000
6515,穎崴,4.35,105000
3037,欣興,4.17,1250000
3017,奇鋐,4.01,347000
6223,旺矽,3.87,184000
3533,嘉澤,3.86,331000
2408,南亞科,3.55,2381000
8996,高力,3.43,628000
3163,波若威,3.35,635000
7769,鴻勁,3.18,133000
2360,致茂,3.0,328000
2059,川湖,2.79,136000
8046,南電,2.7,840000
7751,竑騰,2.54,267000
2308,台達電,2.29,274000
5274,信驊,1.87,27000
6442,光聖,1.82,164000
5347,世界,1.71,2530000
4749,新應材,1.32,252000
3665,貿聯-KY,1.27,129000
5289,宜鼎,1.25,163000
8358,金居,1.15,748000
6669,緯穎,1.15,53000
6781,AES-KY,1.11,194000
1519,華城,1.1,207000
6531,愛普*,1.09,345000
2486,一詮,1.07,1154000
3105,穩懋,1.03,504000
2449,京元電子,1.0,552000
3189,景碩,0.99,452013
3653,健策,0.98,44000
3529,力旺,0.97,61000
8210,勤誠,0.86,168000
8021,尖點,0.8,534920
6584,南俊國際,0.73,279000
2368,金像電,0.7,122000
3661,世芯-KY,0.7,38000
6805,富世達,0.66,58000
2317,鴻海,0.4,341000
6274,台燿,0.37,110000
5439,高技,0.32,193000
3324,雙鴻,0.32,52000
2344,華邦電,0.29,413000
