code,name,weight,shares
2330,台積電,7.84,556000
8299,群聯,4.91,327000
2308,台達電,4.63,504000
2345,智邦,4.6,488000
3017,奇鋐,4.18,331000
3665,貿聯-KY,3.94,387000
6223,旺矽,3.7,175000
6515,穎崴,3.61,101000
2383,台光電,3.42,224000
2059,川湖,3.14,134000
7769,鴻勁,2.69,92000
8996,高力,2.62,412000
2360,致茂,2.4,313000
3163,波若威,2.37,612000
3037,欣興,2.31,858000
2449,京元電子,2.09,932000
3533,嘉澤,2.07,164000
5347,世界,2.0,2101000
3260,威剛,1.99,819000
3324,雙鴻,1.84,226000
5274,信驊,1.83,26000
6781,AES-KY,1.69,191000
6442,光聖,1.67,124000
3661,世芯-KY,1.58,64000
4749,新應材,1.55,240000
2408,南亞科,1.5,718000
1519,華城,1.47,204000
6669,緯穎,1.44,50000
8358,金居,1.34,713000
8210,勤誠,1.28,165000
2486,一詮,1.24,1150000
2454,聯發科,1.15,85000
3529,力旺,1.04,71000
6274,台燿,0.98,238000
5289,宜鼎,0.88,157000
3231,緯創,0.85,827000
8021,尖點,0.81,509920
6531,愛普*,0.79,245000
6805,富世達,0.67,55000
2317,鴻海,0.55,325000
8046,南電,0.48,160000
3443,創意,0.43,23000
3189,景碩,0.41,213000
6584,南俊國際,0.37,136000
2368,金像電,0.35,60000
3653,健策,0.33,14000
2344,華邦電,0.29,379000
5439,高技,0.29,126000
