code,name,weight,shares
2330,台積電,7.87,1761000
2383,台光電,4.74,537000
6669,緯穎,4.5,465000
8996,高力,4.0,1689000
3037,欣興,3.84,2310000
3665,貿聯-KY,3.54,667000
3105,穩懋,3.46,3433000
3017,奇鋐,3.37,601000
2345,智邦,3.31,716000
6510,精測,3.15,422000
6515,穎崴,3.09,151000
6442,光聖,3.02,785000
6223,旺矽,2.84,289000
8299,群聯,2.83,711000
3533,嘉澤,2.52,468000
3443,創意,2.2,260000
7751,竑騰,2.12,388000
8046,南電,2.08,1108000
2059,川湖,2.07,258000
2360,致茂,2.03,487000
7769,鴻勁,2.0,194000
3163,波若威,1.99,924000
3653,健策,1.97,197000
3081,聯亞,1.92,380000
6584,南俊國際,1.9,1337000
2368,金像電,1.88,669000
2408,南亞科,1.57,3280000
2308,台達電,1.53,357000
5274,信驊,1.46,45000
4749,新應材,1.4,701000
3661,世芯-KY,1.4,173000
6805,富世達,1.25,298000
6274,台燿,1.24,636000
6531,愛普*,1.13,703000
2454,聯發科,0.95,180000
6271,同欣電,0.92,2589000
3131,弘塑,0.89,154000
4991,環宇-KY,0.88,692000
8021,尖點,0.53,661000
3189,景碩,0.5,486013
3036,文曄,0.49,1177000
2337,旺宏,0.41,1271000
3260,威剛,0.38,393000
5289,宜鼎,0.37,142000
3324,雙鴻,0.35,151000
3711,日月光投控,0.32,320000
3491,昇達科,0.32,97000
2455,全新,0.27,427000
2486,一詮,0.26,567000
2344,華邦電,0.17,893000
3529,力旺,0.03,4000
