code,name,weight,shares
2330,台積電,8.34,1706000
3037,欣興,5.64,2797000
2383,台光電,5.48,563000
2345,智邦,5.09,977000
6669,緯穎,4.36,386000
6223,旺矽,3.88,326000
2454,聯發科,3.72,406000
3017,奇鋐,3.65,634000
8996,高力,3.6,1630000
2059,川湖,3.36,312000
3665,貿聯-KY,3.03,652000
6584,南俊國際,2.93,2204000
3443,創意,2.89,311000
2327,國巨*,2.59,1566000
3661,世芯-KY,2.59,280000
8299,群聯,2.57,475000
6515,穎崴,2.4,145000
2455,全新,2.3,2753000
3081,聯亞,2.09,366000
3711,日月光投控,2.03,1629000
3105,穩懋,2.02,1949000
2368,金像電,1.8,645000
6510,精測,1.75,262000
2308,台達電,1.7,344000
6274,台燿,1.61,471000
7769,鴻勁,1.47,97000
8046,南電,1.31,718000
7751,竑騰,1.19,375000
5274,信驊,1.05,29000
2360,致茂,1.03,200000
3583,辛耘,0.96,566000
4991,環宇-KY,0.81,553000
3653,健策,0.8,102000
3189,景碩,0.7,470013
6531,愛普*,0.59,265000
5289,宜鼎,0.58,153000
2337,旺宏,0.47,1434000
8021,尖點,0.47,501000
6805,富世達,0.46,109000
6139,亞翔,0.4,250000
7734,印能科技,0.37,56000
3260,威剛,0.36,382000
6442,光聖,0.31,74000
3533,嘉澤,0.02,4000
3491,昇達科,0.0,1000
