code,name,weight,shares
2330,台積電,7.99,1761000
3037,欣興,4.96,2902000
2383,台光電,4.89,536000
6669,緯穎,4.74,465000
2345,智邦,4.48,916000
6223,旺矽,4.0,339000
3661,世芯-KY,3.76,393000
8996,高力,3.49,1689000
3443,創意,3.44,360000
2059,川湖,3.35,358000
3105,穩懋,3.18,3433000
6510,精測,2.97,422000
8046,南電,2.86,1658000
6515,穎崴,2.85,151000
7769,鴻勁,2.81,194000
3665,貿聯-KY,2.72,667000
2455,全新,2.6,3127000
3017,奇鋐,2.44,501000
8299,群聯,2.3,489000
3533,嘉澤,2.06,420000
3081,聯亞,2.04,380000
3163,波若威,1.83,923000
6584,南俊國際,1.74,1337000
2327,國巨*,1.73,1600000
2368,金像電,1.72,669000
6274,台燿,1.59,636000
5274,信驊,1.45,45000
2308,台達電,1.42,357000
3653,健策,1.24,197000
7751,竑騰,1.21,387000
2454,聯發科,1.21,180000
6531,愛普*,0.92,453000
2360,致茂,0.89,207000
6442,光聖,0.88,238000
4991,環宇-KY,0.83,574000
3036,文曄,0.68,1177000
3189,景碩,0.51,486013
3491,昇達科,0.35,97000
3260,威剛,0.33,393000
3711,日月光投控,0.32,320000
3583,辛耘,0.06,33000
