code,name,weight,shares
2330,台積電,7.93,556000
2345,智邦,5.27,488000
2308,台達電,4.73,504000
8299,群聯,4.52,327000
3017,奇鋐,3.95,331000
3665,貿聯-KY,3.93,387000
6515,穎崴,3.76,101000
2383,台光電,3.66,224000
8996,高力,3.64,539000
6223,旺矽,3.63,175000
2059,川湖,3.02,134000
7769,鴻勁,2.98,92000
2408,南亞科,2.88,1394000
3163,波若威,2.68,612000
2360,致茂,2.45,313000
3037,欣興,2.36,858000
2449,京元電子,2.17,932000
2454,聯發科,2.09,151000
3533,嘉澤,2.01,164000
5347,世界,1.97,2101000
5274,信驊,1.88,26000
6442,光聖,1.8,124000
3324,雙鴻,1.79,226000
6781,AES-KY,1.61,191000
3661,世芯-KY,1.61,64000
4749,新應材,1.48,240000
1519,華城,1.47,204000
8358,金居,1.43,713000
6669,緯穎,1.39,50000
2486,一詮,1.3,1150000
8210,勤誠,1.2,165000
3529,力旺,1.05,71000
6274,台燿,0.94,238000
5289,宜鼎,0.85,157000
3231,緯創,0.81,827000
8021,尖點,0.77,509920
6531,愛普*,0.72,245000
6805,富世達,0.63,55000
2317,鴻海,0.55,325000
8046,南電,0.5,160000
6584,南俊國際,0.45,136000
3189,景碩,0.42,213000
3443,創意,0.42,23000
2368,金像電,0.37,60000
3653,健策,0.33,14000
2344,華邦電,0.3,379000
5439,高技,0.29,126000
