code,name,prev_shares,curr_shares,delta,status
2344,華邦電,0,1079000,1079000,NEW
2408,南亞科,0,955000,955000,NEW
2451,創見,0,950000,950000,NEW
3163,波若威,0,631000,631000,NEW
3231,緯創,0,592000,592000,NEW
2449,京元電子,0,440000,440000,NEW
2382,廣達,0,363000,363000,NEW
2317,鴻海,0,323000,323000,NEW
1519,華城,0,294000,294000,NEW
5536,聖暉*,0,253000,253000,NEW
3324,雙鴻,0,230000,230000,NEW
6781,AES-KY,0,183000,183000,NEW
8210,勤誠,0,182000,182000,NEW
3131,弘塑,0,139000,139000,NEW
5439,高技,0,103000,103000,NEW
3529,力旺,0,74000,74000,NEW
3260,威剛,393000,826000,433000,UP
2308,台達電,357000,506000,149000,UP
2360,致茂,207000,307000,100000,UP
6442,光聖,80000,124000,44000,UP
6805,富世達,112000,138000,26000,UP
5289,宜鼎,157000,158000,1000,UP
7769,鴻勁,100000,88000,-12000,DOWN
5274,信驊,30000,9000,-21000,DOWN
6274,台燿,636000,600000,-36000,DOWN
6515,穎崴,151000,97000,-54000,DOWN
8299,群聯,489000,343000,-146000,DOWN
6223,旺矽,339000,171000,-168000,DOWN
3653,健策,197000,12000,-185000,DOWN
6531,愛普*,271000,83000,-188000,DOWN
2059,川湖,323000,103000,-220000,DOWN
3661,世芯-KY,293000,30000,-263000,DOWN
3189,景碩,486013,215000,-271013,DOWN
3017,奇鋐,651000,366000,-285000,DOWN
6669,緯穎,400000,84000,-316000,DOWN
3443,創意,360000,25000,-335000,DOWN
2383,台光電,636000,297000,-339000,DOWN
3665,貿聯-KY,667000,308000,-359000,DOWN
2368,金像電,669000,271000,-398000,DOWN
2345,智邦,1012000,365000,-647000,DOWN
6584,南俊國際,1485000,584000,-901000,DOWN
8046,南電,1058000,147000,-911000,DOWN
2330,台積電,1761000,569000,-1192000,DOWN
8996,高力,1674000,366000,-1308000,DOWN
3037,欣興,2902000,368000,-2534000,DOWN
3491,昇達科,47000,0,-47000,OUT
3533,嘉澤,48000,0,-48000,OUT
7734,印能科技,59000,0,-59000,OUT
6139,亞翔,259000,0,-259000,OUT
6510,精測,272000,0,-272000,OUT
3081,聯亞,380000,0,-380000,OUT
7751,竑騰,384000,0,-384000,OUT
2454,聯發科,412000,0,-412000,OUT
8021,尖點,518000,0,-518000,OUT
3583,辛耘,567000,0,-567000,OUT
4991,環宇-KY,574000,0,-574000,OUT
2337,旺宏,1465000,0,-1465000,OUT
2327,國巨*,1600000,0,-1600000,OUT
3711,日月光投控,1640000,0,-1640000,OUT
3105,穩懋,2033000,0,-2033000,OUT
2455,全新,2827000,0,-2827000,OUT
