code,name,weight,shares
2330,台積電,6.04,607000
2383,台光電,4.86,316000
6515,穎崴,4.73,109000
2345,智邦,4.64,539000
3017,奇鋐,3.97,362000
8299,群聯,3.92,396000
6223,旺矽,3.92,192000
3533,嘉澤,3.67,336000
3037,欣興,3.43,1250000
2360,致茂,3.03,362000
7769,鴻勁,3.02,139000
3163,波若威,2.99,662000
8996,高力,2.96,655000
2408,南亞科,2.92,2382000
2059,川湖,2.66,142000
6442,光聖,2.48,244000
8046,南電,2.47,840000
7751,竑騰,2.39,279000
2308,台達電,2.13,275000
3653,健策,1.86,88000
5274,信驊,1.77,28000
3105,穩懋,1.57,904000
5347,世界,1.39,2230000
6669,緯穎,1.3,65000
6805,富世達,1.22,119000
4749,新應材,1.19,252000
2368,金像電,1.17,222000
6781,AES-KY,1.13,194000
6531,愛普*,1.03,359000
3661,世芯-KY,1.02,58000
1519,華城,1.01,207000
5289,宜鼎,1.01,170000
2486,一詮,0.95,1204000
3529,力旺,0.94,66000
3443,創意,0.93,65000
8358,金居,0.92,748000
3189,景碩,0.91,476013
2449,京元電子,0.87,552000
8210,勤誠,0.83,169000
6584,南俊國際,0.79,279000
8021,尖點,0.73,557920
6274,台燿,0.67,225000
2317,鴻海,0.37,342000
5439,高技,0.32,201000
2344,華邦電,0.3,513000
3324,雙鴻,0.3,54000
