code,name,weight,shares
2330,台積電,8.74,565000
8299,群聯,5.46,341000
2308,台達電,4.68,502000
3017,奇鋐,4.4,362000
3665,貿聯-KY,3.92,305000
2059,川湖,3.86,129000
2345,智邦,3.74,350000
6223,旺矽,3.5,170000
2383,台光電,3.39,229000
6515,穎崴,3.03,97000
6669,緯穎,2.93,83000
7769,鴻勁,2.75,88000
2360,致茂,2.73,307000
8996,高力,2.5,366000
3131,弘塑,2.24,139000
5347,世界,2.2,2073000
1519,華城,2.14,292000
3661,世芯-KY,2.09,63000
2451,創見,2.05,945000
6781,AES-KY,2.05,182000
2408,南亞科,1.98,950000
3260,威剛,1.98,819000
3163,波若威,1.93,625000
5536,聖暉*,1.75,238000
8358,金居,1.59,696000
2368,金像電,1.59,269000
6442,光聖,1.5,124000
8210,勤誠,1.4,162000
2327,國巨*,1.38,585000
3529,力旺,1.11,73000
4749,新應材,1.1,132000
2449,京元電子,1.07,438000
6531,愛普*,1.0,233000
2344,華邦電,0.97,1079000
8021,尖點,0.95,500000
5289,宜鼎,0.92,157000
3037,欣興,0.84,365000
2317,鴻海,0.66,320000
5274,信驊,0.65,9000
6805,富世達,0.64,55000
3443,創意,0.55,25000
2382,廣達,0.54,213000
8046,南電,0.36,147000
3189,景碩,0.34,213000
5439,高技,0.34,122000
3324,雙鴻,0.34,40000
3653,健策,0.3,14000
6584,南俊國際,0.29,104000
