code,name,weight,shares
2330,台積電,7.84,556000
8299,群聯,5.31,394000
2308,台達電,5.06,504000
2345,智邦,4.95,488000
2408,南亞科,4.59,2279000
3017,奇鋐,3.88,331000
3037,欣興,3.83,1193000
8996,高力,3.82,599000
6515,穎崴,3.5,100000
3163,波若威,3.35,612000
6223,旺矽,3.28,175000
2059,川湖,3.15,134000
7769,鴻勁,3.1,92000
2383,台光電,2.78,164000
2360,致茂,2.75,313000
2449,京元電子,2.09,932000
3533,嘉澤,2.06,164000
3665,貿聯-KY,2.04,217000
5347,世界,1.98,2101000
2454,聯發科,1.98,151000
3324,雙鴻,1.83,226000
6442,光聖,1.8,124000
5274,信驊,1.77,26000
6781,AES-KY,1.6,191000
4749,新應材,1.5,240000
1519,華城,1.5,204000
8358,金居,1.46,713000
6669,緯穎,1.42,50000
3529,力旺,1.23,71000
2486,一詮,1.12,1150000
8210,勤誠,1.05,165000
6274,台燿,0.96,238000
8021,尖點,0.94,509920
3661,世芯-KY,0.9,37000
5289,宜鼎,0.87,157000
6531,愛普*,0.73,245000
8046,南電,0.62,160000
6805,富世達,0.6,55000
2317,鴻海,0.56,325000
3189,景碩,0.49,213000
6584,南俊國際,0.41,136000
3443,創意,0.41,23000
2368,金像電,0.35,60000
2344,華邦電,0.31,379000
3653,健策,0.31,14000
5439,高技,0.26,126000
