code,name,weight,shares
2330,台積電,8.03,1761000
2383,台光電,5.02,536000
3037,欣興,4.91,2902000
6669,緯穎,4.7,465000
2345,智邦,4.53,916000
6223,旺矽,4.02,339000
8996,高力,3.63,1689000
8299,群聯,3.62,711000
3661,世芯-KY,3.6,393000
3443,創意,3.32,360000
2059,川湖,3.29,358000
3105,穩懋,3.24,3433000
6510,精測,3.02,422000
6515,穎崴,2.96,151000
3665,貿聯-KY,2.74,667000
8046,南電,2.73,1658000
7769,鴻勁,2.65,194000
3017,奇鋐,2.47,501000
3533,嘉澤,2.02,420000
3081,聯亞,1.96,380000
6584,南俊國際,1.82,1337000
2368,金像電,1.78,669000
3163,波若威,1.72,923000
6274,台燿,1.61,636000
2455,全新,1.53,1927000
6531,愛普*,1.49,703000
5274,信驊,1.48,45000
2308,台達電,1.41,357000
7751,竑騰,1.29,387000
3653,健策,1.26,197000
2454,聯發科,1.17,180000
2408,南亞科,0.88,1555000
2360,致茂,0.88,207000
6442,光聖,0.86,238000
4991,環宇-KY,0.79,574000
3036,文曄,0.64,1177000
3189,景碩,0.52,486013
5289,宜鼎,0.51,142000
2337,旺宏,0.38,1271000
3491,昇達科,0.35,97000
3260,威剛,0.32,393000
3711,日月光投控,0.31,320000
2327,國巨*,0.21,200000
3583,辛耘,0.06,33000
