code,name,weight,shares
2330,台積電,7.6,556000
2345,智邦,5.17,488000
8299,群聯,5.08,394000
2308,台達電,4.8,504000
3017,奇鋐,4.14,331000
6515,穎崴,4.04,100000
6223,旺矽,3.87,175000
7769,鴻勁,3.85,127000
2383,台光電,3.84,219000
3037,欣興,3.74,1193000
8996,高力,3.4,599000
3163,波若威,3.16,612000
2360,致茂,3.14,313000
2059,川湖,3.03,134000
2408,南亞科,2.87,1679000
3665,貿聯-KY,2.51,217000
5347,世界,2.06,2501000
2449,京元電子,2.02,932000
3533,嘉澤,1.91,164000
5274,信驊,1.81,26000
4749,新應材,1.63,240000
3324,雙鴻,1.57,226000
6442,光聖,1.56,124000
6669,緯穎,1.46,50000
7751,竑騰,1.45,166000
6781,AES-KY,1.41,191000
1519,華城,1.37,204000
8358,金居,1.19,713000
2486,一詮,1.09,1150000
8210,勤誠,1.08,165000
5289,宜鼎,1.05,157000
3529,力旺,1.04,62000
8021,尖點,0.86,509920
3661,世芯-KY,0.84,37000
6274,台燿,0.82,238000
6531,愛普*,0.77,245000
6805,富世達,0.71,55000
8046,南電,0.51,160000
2317,鴻海,0.5,325000
3189,景碩,0.48,237013
3443,創意,0.38,23000
6584,南俊國際,0.36,136000
2368,金像電,0.36,60000
3653,健策,0.36,14000
2344,華邦電,0.3,379000
5439,高技,0.24,126000
