code,name,prev_shares,curr_shares,delta,status
3037,欣興,1277000,1678000,401000,UP
6442,光聖,310000,510000,200000,UP
2330,台積電,806000,926000,120000,UP
3665,貿聯-KY,100000,200000,100000,UP
2408,南亞科,2432000,2499000,67000,UP
5347,世界,2277000,2340000,63000,UP
3105,穩懋,1716000,1764000,48000,UP
8358,金居,1728000,1776000,48000,UP
2486,一詮,1230000,1264000,34000,UP
3131,弘塑,87000,117000,30000,UP
3036,文曄,947000,974000,27000,UP
8046,南電,858000,882000,24000,UP
8996,高力,715000,735000,20000,UP
2337,旺宏,671000,690000,19000,UP
3163,波若威,676000,695000,19000,UP
2344,華邦電,663000,681000,18000,UP
6584,南俊國際,566000,582000,16000,UP
2345,智邦,531000,546000,15000,UP
4749,新應材,526000,541000,15000,UP
6510,精測,142000,157000,15000,UP
4991,環宇-KY,511000,525000,14000,UP
3189,景碩,457013,470013,13000,UP
8299,群聯,434000,446000,12000,UP
2360,致茂,370000,380000,10000,UP
3017,奇鋐,370000,380000,10000,UP
3533,嘉澤,343000,353000,10000,UP
2383,台光電,323000,332000,9000,UP
7751,竑騰,285000,293000,8000,UP
3711,日月光投控,236000,243000,7000,UP
2368,金像電,227000,233000,6000,UP
3260,威剛,231000,237000,6000,UP
6274,台燿,230000,236000,6000,UP
6805,富世達,219000,225000,6000,UP
2059,川湖,191000,196000,5000,UP
3081,聯亞,185000,190000,5000,UP
6223,旺矽,196000,201000,5000,UP
2308,台達電,135000,139000,4000,UP
6669,緯穎,146000,150000,4000,UP
7769,鴻勁,142000,146000,4000,UP
3324,雙鴻,93000,96000,3000,UP
3653,健策,100000,103000,3000,UP
6515,穎崴,111000,114000,3000,UP
3443,創意,66000,68000,2000,UP
3491,昇達科,71000,73000,2000,UP
3529,力旺,67000,69000,2000,UP
3661,世芯-KY,59000,61000,2000,UP
5289,宜鼎,90000,92000,2000,UP
6781,AES-KY,67000,69000,2000,UP
5274,信驊,29000,30000,1000,UP
6531,愛普*,367000,367000,0,SAME
8021,尖點,569920,569920,0,SAME
