code,name,weight,shares
2330,台積電,7.83,556000
8299,群聯,5.07,394000
2345,智邦,4.81,488000
2308,台達電,4.78,504000
3017,奇鋐,4.37,331000
7769,鴻勁,3.82,127000
3037,欣興,3.76,1193000
2383,台光電,3.62,219000
6223,旺矽,3.51,175000
6515,穎崴,3.42,100000
8996,高力,3.39,599000
3163,波若威,3.33,612000
2059,川湖,3.21,134000
2360,致茂,3.17,313000
2408,南亞科,2.97,1679000
3665,貿聯-KY,2.64,217000
5347,世界,2.19,2501000
6442,光聖,1.97,124000
2449,京元電子,1.96,932000
2454,聯發科,1.96,151000
3533,嘉澤,1.85,164000
5274,信驊,1.7,26000
3324,雙鴻,1.66,226000
4749,新應材,1.59,240000
6669,緯穎,1.48,50000
6781,AES-KY,1.47,191000
8358,金居,1.41,713000
1519,華城,1.4,204000
7751,竑騰,1.38,166000
3529,力旺,1.21,71000
8210,勤誠,1.1,165000
2486,一詮,1.09,1150000
8021,尖點,0.89,509920
6274,台燿,0.88,238000
5289,宜鼎,0.88,157000
3661,世芯-KY,0.87,37000
6531,愛普*,0.75,245000
6805,富世達,0.68,55000
8046,南電,0.54,160000
2317,鴻海,0.53,325000
3189,景碩,0.46,213000
3443,創意,0.4,23000
6584,南俊國際,0.38,136000
2368,金像電,0.32,60000
2344,華邦電,0.3,379000
3653,健策,0.3,14000
5439,高技,0.25,126000
