code,name,weight,shares
2330,台積電,7.64,556000
8299,群聯,5.27,394000
2308,台達電,5.0,504000
2345,智邦,4.81,488000
2408,南亞科,4.52,2279000
3017,奇鋐,4.07,331000
3037,欣興,3.99,1193000
8996,高力,3.67,599000
3163,波若威,3.44,612000
6223,旺矽,3.41,175000
6515,穎崴,3.32,100000
2360,致茂,3.3,313000
2059,川湖,3.19,134000
7769,鴻勁,2.8,92000
2383,台光電,2.72,164000
3665,貿聯-KY,2.27,217000
2449,京元電子,2.05,932000
6442,光聖,2.03,124000
2454,聯發科,2.0,151000
3533,嘉澤,1.94,164000
5347,世界,1.89,2101000
3324,雙鴻,1.78,226000
5274,信驊,1.72,26000
6781,AES-KY,1.57,191000
4749,新應材,1.52,240000
7751,竑騰,1.49,166000
1519,華城,1.46,204000
6669,緯穎,1.44,50000
8358,金居,1.42,713000
3529,力旺,1.26,71000
2486,一詮,1.09,1150000
8210,勤誠,1.07,165000
5289,宜鼎,0.94,157000
8021,尖點,0.9,509920
6274,台燿,0.89,238000
3661,世芯-KY,0.89,37000
6531,愛普*,0.74,245000
6805,富世達,0.67,55000
8046,南電,0.6,160000
2317,鴻海,0.54,325000
3189,景碩,0.45,213000
3443,創意,0.42,23000
6584,南俊國際,0.4,136000
2344,華邦電,0.33,379000
2368,金像電,0.33,60000
3653,健策,0.3,14000
5439,高技,0.25,126000
