code,name,weight,shares
2330,台積電,8.52,556000
2308,台達電,5.39,494000
2345,智邦,4.86,478000
8299,群聯,4.71,272000
3665,貿聯-KY,4.56,379000
2059,川湖,3.92,127000
3017,奇鋐,3.75,315000
6223,旺矽,3.68,167000
6515,穎崴,3.24,96000
2383,台光電,3.12,200000
7769,鴻勁,2.81,87000
2360,致茂,2.72,307000
5347,世界,2.61,2060000
8996,高力,2.25,362000
2408,南亞科,2.23,950000
3260,威剛,2.19,804000
3131,弘塑,2.05,135000
3163,波若威,2.02,612000
6781,AES-KY,1.85,179000
3661,世芯-KY,1.84,62000
6415,矽力*-KY,1.83,800000
1519,華城,1.78,200000
5274,信驊,1.77,23000
4749,新應材,1.71,228000
8358,金居,1.66,699000
2327,國巨*,1.47,583000
6442,光聖,1.45,124000
8210,勤誠,1.36,162000
5536,聖暉*,1.3,220000
2449,京元電子,1.07,432000
8021,尖點,0.99,492000
5289,宜鼎,0.99,154000
6274,台燿,0.97,223000
2344,華邦電,0.96,1079000
2451,創見,0.94,455000
6531,愛普*,0.94,233000
3529,力旺,0.93,71000
3037,欣興,0.89,302000
6805,富世達,0.62,52000
2317,鴻海,0.6,314000
3443,創意,0.54,23000
8046,南電,0.49,147000
3189,景碩,0.39,209000
3653,健策,0.34,14000
3324,雙鴻,0.32,40000
5439,高技,0.31,120000
6584,南俊國際,0.27,104000
