code,name,weight,shares
2330,台積電,6.63,806000
2383,台光電,4.54,323000
2345,智邦,4.01,531000
6223,旺矽,3.73,196000
6515,穎崴,3.62,111000
3163,波若威,3.5,676000
3017,奇鋐,3.45,370000
3037,欣興,3.35,1277000
3105,穩懋,3.28,1716000
3533,嘉澤,3.2,343000
8996,高力,3.06,715000
6442,光聖,2.97,310000
8299,群聯,2.96,434000
2360,致茂,2.72,370000
2059,川湖,2.64,191000
7769,鴻勁,2.45,142000
8046,南電,2.35,858000
7751,竑騰,2.34,285000
6669,緯穎,2.18,146000
2408,南亞科,2.15,2432000
6510,精測,2.04,142000
8358,金居,1.94,1728000
4749,新應材,1.93,526000
3081,聯亞,1.76,185000
3653,健策,1.7,100000
6805,富世達,1.68,219000
5274,信驊,1.5,29000
6584,南俊國際,1.46,566000
5347,世界,1.21,2277000
4991,環宇-KY,1.16,511000
3131,弘塑,1.13,87000
2368,金像電,1.02,227000
2308,台達電,0.96,135000
2486,一詮,0.94,1230000
3665,貿聯-KY,0.91,100000
3036,文曄,0.88,947000
3529,力旺,0.81,67000
6531,愛普*,0.78,367000
6274,台燿,0.76,230000
8021,尖點,0.74,569920
3661,世芯-KY,0.73,59000
3189,景碩,0.72,457013
3443,創意,0.72,66000
3491,昇達科,0.53,71000
5289,宜鼎,0.43,90000
2337,旺宏,0.4,671000
3711,日月光投控,0.38,236000
3324,雙鴻,0.38,93000
3260,威剛,0.35,231000
6781,AES-KY,0.27,67000
2344,華邦電,0.26,663000
