code,name,weight,shares
2330,台積電,8.74,556000
2308,台達電,4.94,494000
8299,群聯,4.83,272000
2345,智邦,4.54,433000
3665,貿聯-KY,4.5,379000
2059,川湖,4.09,127000
6223,旺矽,3.62,167000
3017,奇鋐,3.61,315000
6515,穎崴,3.18,96000
2383,台光電,2.86,200000
2360,致茂,2.8,307000
7769,鴻勁,2.69,87000
5347,世界,2.58,2060000
1519,華城,2.57,289000
8996,高力,2.33,362000
2408,南亞科,2.29,950000
3260,威剛,2.12,804000
3131,弘塑,2.09,135000
2451,創見,2.05,934000
3163,波若威,2.01,612000
6669,緯穎,1.98,61000
6781,AES-KY,1.89,179000
3661,世芯-KY,1.86,62000
5274,信驊,1.76,23000
8358,金居,1.74,696000
4749,新應材,1.73,228000
2327,國巨*,1.49,583000
2368,金像電,1.47,264000
5536,聖暉*,1.39,222000
6442,光聖,1.39,124000
8210,勤誠,1.29,162000
2344,華邦電,1.08,1079000
2449,京元電子,1.05,432000
5289,宜鼎,1.05,154000
6531,愛普*,1.04,233000
3529,力旺,1.01,71000
8021,尖點,0.98,492000
3037,欣興,0.82,302000
6274,台燿,0.63,150000
2317,鴻海,0.62,314000
6805,富世達,0.59,52000
3443,創意,0.55,23000
8046,南電,0.44,147000
3189,景碩,0.38,209000
3324,雙鴻,0.33,40000
5439,高技,0.32,120000
3653,健策,0.31,14000
6584,南俊國際,0.28,104000
