code,name,weight,shares
2330,台積電,7.68,1761000
2383,台光電,4.92,537000
6669,緯穎,4.29,465000
3037,欣興,4.03,2302000
8996,高力,3.9,1689000
3665,貿聯-KY,3.72,667000
3105,穩懋,3.69,3433000
2345,智邦,3.46,716000
3017,奇鋐,3.15,601000
6442,光聖,3.14,785000
6510,精測,2.99,422000
6515,穎崴,2.94,151000
8299,群聯,2.92,711000
6223,旺矽,2.8,289000
3443,創意,2.44,260000
3533,嘉澤,2.26,468000
3661,世芯-KY,2.2,273000
3163,波若威,2.18,923000
8046,南電,2.14,1108000
2360,致茂,2.11,487000
7769,鴻勁,2.11,194000
3081,聯亞,2.07,380000
2059,川湖,2.07,258000
7751,竑騰,2.0,388000
2368,金像電,1.92,669000
6584,南俊國際,1.85,1337000
3653,健策,1.83,197000
2408,南亞科,1.63,3280000
5274,信驊,1.55,45000
6274,台燿,1.5,636000
2308,台達電,1.5,357000
2455,全新,1.44,1927000
4749,新應材,1.33,701000
6531,愛普*,1.27,703000
2454,聯發科,1.1,180000
4991,環宇-KY,1.0,692000
3131,弘塑,0.87,154000
3189,景碩,0.5,486013
3036,文曄,0.48,1177000
2337,旺宏,0.4,1271000
5289,宜鼎,0.39,142000
3260,威剛,0.34,393000
3324,雙鴻,0.34,151000
6271,同欣電,0.33,970000
3711,日月光投控,0.32,320000
3491,昇達科,0.32,97000
2344,華邦電,0.17,893000
3583,辛耘,0.05,33000
