code,name,weight,shares
2330,台積電,8.42,569000
8299,群聯,5.07,343000
2308,台達電,4.6,506000
3017,奇鋐,4.44,366000
2383,台光電,4.14,297000
3665,貿聯-KY,3.89,308000
2345,智邦,3.76,353000
2059,川湖,3.74,130000
6669,緯穎,3.46,84000
6223,旺矽,3.25,171000
6515,穎崴,2.83,97000
7769,鴻勁,2.58,88000
2360,致茂,2.5,307000
6274,台燿,2.45,597000
3131,弘塑,2.24,139000
3260,威剛,2.12,826000
3163,波若威,2.1,631000
6781,AES-KY,2.04,182000
2408,南亞科,2.02,950000
2451,創見,1.99,945000
3324,雙鴻,1.99,230000
1519,華城,1.95,292000
8996,高力,1.84,366000
5536,聖暉*,1.79,253000
6584,南俊國際,1.75,584000
8358,金居,1.63,696000
6805,富世達,1.59,128000
2368,金像電,1.54,271000
6442,光聖,1.42,124000
8210,勤誠,1.39,162000
3529,力旺,1.16,74000
4749,新應材,1.11,132000
2449,京元電子,1.03,438000
2344,華邦電,1.01,1079000
3661,世芯-KY,0.97,30000
6531,愛普*,0.94,233000
5289,宜鼎,0.91,158000
8021,尖點,0.85,500000
3231,緯創,0.82,589000
3037,欣興,0.73,365000
2317,鴻海,0.68,323000
5274,信驊,0.59,9000
3443,創意,0.55,25000
2382,廣達,0.53,213000
5439,高技,0.34,123000
3189,景碩,0.33,215000
8046,南電,0.31,147000
3653,健策,0.31,14000
