code,name,weight,shares
2330,台積電,7.52,1761000
2383,台光電,5.08,536000
6669,緯穎,4.99,465000
3037,欣興,3.95,2302000
3443,創意,3.69,360000
2059,川湖,3.62,358000
3661,世芯-KY,3.61,393000
8299,群聯,3.58,711000
2345,智邦,3.35,716000
8996,高力,3.33,1689000
3105,穩懋,3.27,3433000
3665,貿聯-KY,3.21,667000
6223,旺矽,3.18,289000
6510,精測,3.07,422000
6515,穎崴,2.87,151000
8046,南電,2.81,1658000
7769,鴻勁,2.78,194000
3017,奇鋐,2.49,501000
3533,嘉澤,2.34,468000
2360,致茂,2.25,487000
3081,聯亞,2.07,380000
2408,南亞科,2.03,3280000
3163,波若威,1.84,923000
6274,台燿,1.77,636000
6584,南俊國際,1.75,1337000
2368,金像電,1.74,669000
6442,光聖,1.69,488000
5274,信驊,1.54,45000
2308,台達電,1.49,357000
6531,愛普*,1.41,703000
2455,全新,1.39,1927000
3653,健策,1.34,197000
7751,竑騰,1.28,387000
2454,聯發科,1.21,180000
4991,環宇-KY,0.93,692000
3036,文曄,0.64,1177000
5289,宜鼎,0.48,142000
3189,景碩,0.47,486013
2337,旺宏,0.41,1271000
3711,日月光投控,0.34,320000
3260,威剛,0.33,393000
3491,昇達科,0.32,97000
3324,雙鴻,0.31,151000
2344,華邦電,0.21,893000
2327,國巨*,0.16,200000
3583,辛耘,0.06,33000
