code,name,weight,shares
2330,台積電,7.63,556000
2345,智邦,4.92,488000
8299,群聯,4.9,394000
2308,台達電,4.79,504000
3017,奇鋐,4.21,331000
2408,南亞科,4.15,2279000
3037,欣興,3.92,1193000
6223,旺矽,3.54,175000
8996,高力,3.53,599000
3163,波若威,3.47,612000
6515,穎崴,3.36,100000
2059,川湖,3.12,134000
2360,致茂,3.1,313000
7769,鴻勁,2.71,92000
2383,台光電,2.7,164000
3665,貿聯-KY,2.53,217000
5347,世界,2.18,2501000
6442,光聖,2.05,124000
2449,京元電子,2.02,932000
2454,聯發科,1.94,151000
3533,嘉澤,1.93,164000
3324,雙鴻,1.73,226000
5274,信驊,1.71,26000
4749,新應材,1.58,240000
6781,AES-KY,1.52,191000
6669,緯穎,1.47,50000
1519,華城,1.43,204000
7751,竑騰,1.39,166000
8358,金居,1.34,713000
3529,力旺,1.18,71000
2486,一詮,1.11,1150000
8210,勤誠,1.07,165000
8021,尖點,0.93,509920
6274,台燿,0.91,238000
5289,宜鼎,0.91,157000
3661,世芯-KY,0.88,37000
6531,愛普*,0.73,245000
6805,富世達,0.69,55000
8046,南電,0.57,160000
2317,鴻海,0.53,325000
3189,景碩,0.47,213000
3443,創意,0.41,23000
6584,南俊國際,0.39,136000
2368,金像電,0.33,60000
2344,華邦電,0.3,379000
3653,健策,0.3,14000
5439,高技,0.25,126000
