code,name,prev_shares,curr_shares,delta,status
3443,創意,68000,168000,100000,UP
2408,南亞科,2562000,2657000,95000,UP
3037,欣興,1720000,1784000,64000,UP
6669,緯穎,154000,209000,55000,UP
8996,高力,993000,1030000,37000,UP
2330,台積電,949000,984000,35000,UP
8046,南電,904000,938000,34000,UP
2337,旺宏,707000,739000,32000,UP
2344,華邦電,698000,724000,26000,UP
3163,波若威,712000,738000,26000,UP
3260,威剛,243000,268000,25000,UP
6584,南俊國際,637000,661000,24000,UP
2345,智邦,560000,581000,21000,UP
8299,群聯,557000,578000,21000,UP
4749,新應材,555000,575000,20000,UP
6442,光聖,523000,542000,19000,UP
6274,台燿,492000,510000,18000,UP
3017,奇鋐,390000,405000,15000,UP
3665,貿聯-KY,405000,420000,15000,UP
6510,精測,161000,176000,15000,UP
4991,環宇-KY,538000,552000,14000,UP
2383,台光電,340000,353000,13000,UP
3533,嘉澤,362000,375000,13000,UP
7751,竑騰,300000,311000,11000,UP
2368,金像電,239000,248000,9000,UP
3711,日月光投控,249000,258000,9000,UP
6805,富世達,231000,240000,9000,UP
6223,旺矽,206000,214000,8000,UP
2059,川湖,201000,208000,7000,UP
2308,台達電,142000,147000,5000,UP
7769,鴻勁,150000,155000,5000,UP
3131,弘塑,120000,124000,4000,UP
3653,健策,106000,110000,4000,UP
5274,信驊,31000,35000,4000,UP
5289,宜鼎,94000,98000,4000,UP
6515,穎崴,117000,121000,4000,UP
3491,昇達科,75000,78000,3000,UP
6781,AES-KY,71000,74000,3000,UP
3661,世芯-KY,63000,65000,2000,UP
2486,一詮,1296000,1297000,1000,UP
3036,文曄,998000,999000,1000,UP
3189,景碩,483013,484013,1000,UP
3324,雙鴻,98000,99000,1000,UP
5347,世界,2400000,2401000,1000,UP
2360,致茂,389000,389000,0,SAME
3081,聯亞,195000,195000,0,SAME
3105,穩懋,2408000,2408000,0,SAME
3529,力旺,89000,89000,0,SAME
6271,同欣電,1695000,1695000,0,SAME
6531,愛普*,567000,567000,0,SAME
8021,尖點,583920,583920,0,SAME
8358,金居,1326000,1326000,0,SAME
