code,name,prev_shares,curr_shares,delta,status
2408,南亞科,0,3280000,3280000,NEW
6271,同欣電,0,2589000,2589000,NEW
3036,文曄,0,1177000,1177000,NEW
3163,波若威,0,923000,923000,NEW
2344,華邦電,0,893000,893000,NEW
4749,新應材,0,701000,701000,NEW
3131,弘塑,0,154000,154000,NEW
3324,雙鴻,0,151000,151000,NEW
3105,穩懋,2033000,3433000,1400000,UP
6442,光聖,80000,785000,705000,UP
6531,愛普*,271000,703000,432000,UP
3533,嘉澤,48000,468000,420000,UP
2360,致茂,207000,487000,280000,UP
8299,群聯,489000,711000,222000,UP
6510,精測,272000,422000,150000,UP
4991,環宇-KY,574000,692000,118000,UP
7769,鴻勁,100000,194000,94000,UP
6669,緯穎,400000,465000,65000,UP
3491,昇達科,47000,97000,50000,UP
8046,南電,1058000,1108000,50000,UP
5274,信驊,30000,45000,15000,UP
8996,高力,1674000,1689000,15000,UP
7751,竑騰,384000,388000,4000,UP
5289,宜鼎,157000,142000,-15000,DOWN
3017,奇鋐,651000,601000,-50000,DOWN
6223,旺矽,339000,289000,-50000,DOWN
2059,川湖,323000,258000,-65000,DOWN
2383,台光電,636000,537000,-99000,DOWN
3443,創意,360000,260000,-100000,DOWN
3661,世芯-KY,293000,173000,-120000,DOWN
6584,南俊國際,1485000,1337000,-148000,DOWN
2337,旺宏,1465000,1271000,-194000,DOWN
2454,聯發科,412000,180000,-232000,DOWN
2345,智邦,1012000,716000,-296000,DOWN
3583,辛耘,567000,33000,-534000,DOWN
3037,欣興,2902000,2303000,-599000,DOWN
3711,日月光投控,1640000,320000,-1320000,DOWN
2455,全新,2827000,427000,-2400000,DOWN
7734,印能科技,59000,0,-59000,OUT
6805,富世達,112000,0,-112000,OUT
6139,亞翔,259000,0,-259000,OUT
8021,尖點,518000,0,-518000,OUT
2327,國巨*,1600000,0,-1600000,OUT
2308,台達電,357000,357000,0,SAME
2330,台積電,1761000,1761000,0,SAME
2368,金像電,669000,669000,0,SAME
3081,聯亞,380000,380000,0,SAME
3189,景碩,486013,486013,0,SAME
3260,威剛,393000,393000,0,SAME
3653,健策,197000,197000,0,SAME
3665,貿聯-KY,667000,667000,0,SAME
6274,台燿,636000,636000,0,SAME
6515,穎崴,151000,151000,0,SAME
