code,name,weight,shares
2330,台積電,8.47,569000
3017,奇鋐,4.73,366000
2308,台達電,4.55,506000
8299,群聯,4.49,343000
3665,貿聯-KY,4.32,308000
2383,台光電,4.29,297000
2059,川湖,3.8,133000
2345,智邦,3.73,353000
6669,緯穎,3.4,84000
6223,旺矽,3.28,171000
6515,穎崴,2.64,97000
7769,鴻勁,2.62,88000
6274,台燿,2.54,600000
3163,波若威,2.23,631000
2360,致茂,2.22,307000
3131,弘塑,2.19,139000
3260,威剛,2.13,826000
6781,AES-KY,2.1,183000
3324,雙鴻,2.06,230000
1519,華城,1.93,294000
8996,高力,1.88,366000
6805,富世達,1.83,138000
5536,聖暉*,1.79,253000
2408,南亞科,1.77,955000
2451,創見,1.75,950000
8358,金居,1.7,700000
6584,南俊國際,1.68,584000
8210,勤誠,1.55,182000
2368,金像電,1.53,271000
6442,光聖,1.46,124000
4749,新應材,1.13,132000
3529,力旺,1.09,74000
2449,京元電子,1.03,440000
6531,愛普*,0.99,233000
3661,世芯-KY,0.98,30000
2344,華邦電,0.92,1079000
2382,廣達,0.9,363000
5289,宜鼎,0.83,158000
3231,緯創,0.82,592000
8021,尖點,0.81,500000
3037,欣興,0.75,367000
2317,鴻海,0.67,323000
5274,信驊,0.57,9000
3443,創意,0.52,25000
5439,高技,0.33,123000
3189,景碩,0.32,215000
8046,南電,0.32,147000
3653,健策,0.32,14000
