code,name,weight,shares
2330,台積電,7.87,556000
2345,智邦,5.11,488000
2308,台達電,4.49,504000
8299,群聯,4.49,327000
3017,奇鋐,4.04,331000
3665,貿聯-KY,4.02,387000
8996,高力,3.78,539000
6515,穎崴,3.72,101000
6223,旺矽,3.67,175000
2383,台光電,3.55,224000
2059,川湖,2.96,134000
2408,南亞科,2.84,1394000
7769,鴻勁,2.77,92000
3163,波若威,2.61,612000
2360,致茂,2.45,313000
3037,欣興,2.4,858000
2449,京元電子,2.12,932000
2454,聯發科,2.1,151000
3533,嘉澤,2.01,164000
5347,世界,1.97,2101000
6442,光聖,1.85,124000
3324,雙鴻,1.84,226000
3260,威剛,1.83,819000
5274,信驊,1.82,26000
6781,AES-KY,1.62,191000
3661,世芯-KY,1.59,64000
4749,新應材,1.48,240000
1519,華城,1.48,204000
6669,緯穎,1.39,50000
8358,金居,1.38,713000
2486,一詮,1.26,1150000
8210,勤誠,1.22,165000
3529,力旺,0.96,71000
6274,台燿,0.95,238000
5289,宜鼎,0.89,157000
3231,緯創,0.81,827000
6531,愛普*,0.76,245000
8021,尖點,0.75,509920
6805,富世達,0.65,55000
2317,鴻海,0.54,325000
8046,南電,0.49,160000
3443,創意,0.43,23000
6584,南俊國際,0.42,136000
3189,景碩,0.41,213000
2368,金像電,0.38,60000
3653,健策,0.35,14000
2344,華邦電,0.3,379000
5439,高技,0.3,126000
